Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw),Virtual Rate (BFPD) (Raw)
2025-07-09 21:30:00,0.0,0.0,2100.39999999943,2091.00000000003,237.2,233.299999994,0.01121687831,0.0
2025-07-09 22:00:00,0.0,0.0,2099.066666666607,2090.4000000000865,237.266666672,233.36666666600001,0.010537067503333332,0.0
2025-07-09 22:30:00,0.0,0.0,2099.8333333338164,2091.00000000003,237.43333333399997,233.533333328,0.010876972906666666,0.0
2025-07-09 23:00:00,0.0,0.0,2098.2999999994,2090.966666666673,237.53333333600003,233.633333336,0.010537067503333332,0.0
2025-07-09 23:30:00,11.1,12.0,2086.5199999997576,2222.759999999938,238.02000000080002,247.28000000000003,0.010401105342,812.175193623146
2025-07-10 00:00:00,14.965217391304348,17.93,2085.7695652173716,2158.321739130465,242.18695652156524,264.58260869730435,0.012768620368695652,1335.8528907302543
2025-07-10 00:30:00,43.31666666666667,46.983333333333334,2017.9533333334068,2466.696666666671,242.8933333334,291.4399999988,0.012712462084666667,5570.248193038496
2025-07-10 01:00:00,44.6,48.0,1952.0766666666918,2468.2366666666003,230.6600000012,289.70666666840003,0.013188329649333334,5870.000325928581
2025-07-10 01:30:00,45.1,48.0,1937.1966666666444,2461.0399999998644,226.6099999994,286.89333333499997,0.013528235052666667,5870.085649371257
2025-07-10 02:00:00,44.666666666666664,48.0,1929.963333333409,2458.1366666666972,225.42333333140002,285.13000000159997,0.014683913424,5870.052523477762
2025-07-10 02:30:00,44.67,48.0,1932.1266666667277,2454.396666666467,225.00333333380001,284.74666666459996,0.014547951262666668,5870.053306419814
2025-07-10 03:00:00,44.57333333333334,48.0,1934.1733333332966,2450.3933333334903,224.900000006,284.283333335,0.015159780988666667,5870.042085074989
2025-07-10 03:30:00,44.473333333333336,48.0,1932.7266666665723,2447.6466666666674,224.9966666672,284.72333333299997,0.016417430981,5870.030086741374
2025-07-10 04:00:00,44.44666666666667,48.0,1929.0633333333515,2446.1266666665565,225.2266666658,284.9866666652,0.016519402602,5870.028450353286
2025-07-10 04:30:00,44.4,48.0,1923.6866666667931,2440.4299999999175,225.5466666662,285.4733333324,0.015703629634,5870.025034743716
2025-07-10 05:00:00,44.346666666666664,48.0,1918.6333333332666,2436.8366666667935,225.9600000002,285.5866666658,0.014072083698,5870.021266932864
2025-07-10 05:30:00,44.36666666666667,48.0,1914.3566666666156,2435.603333333361,226.4433333338,286.25000000060004,0.014174055319000001,5870.023986904923
2025-07-10 06:00:00,44.24666666666667,48.0,1911.1933333334114,2440.486666666721,226.9766666654,286.833333332,0.014242036399666667,5870.008877634444
2025-07-10 06:30:00,44.14666666666667,48.0,1908.5866666666873,2440.740000000137,227.55666666800002,287.2966666664,0.01631545936,5869.995320409304
2025-07-10 07:00:00,44.156666666666666,48.0,1905.5733333332994,2437.6799999998066,228.1899999998,287.78,0.014887856666000001,5869.996079298582
2025-07-10 07:30:00,44.08666666666667,48.0,1902.5566666665748,2434.546666666865,228.8633333324,288.47333333299997,0.014717903964333333,5869.985854330634
2025-07-10 08:00:00,44.07000000000001,48.0,1899.5266666666535,2431.286666666637,229.5999999992,288.7999999988,0.015431705311333333,5869.983044100635
2025-07-10 08:30:00,44.016666666666666,48.0,1896.7266666666524,2428.243333333419,230.3600000006,289.6200000014,0.015193771529,5869.97386486287
2025-07-10 09:00:00,43.95666666666667,48.0,1894.1566666668143,2424.9799999999505,231.1666666664,290.5466666678,0.015499686392,5869.962916788152
2025-07-10 09:30:00,43.95,48.0,1891.700000000051,2421.5600000000413,231.9933333338,291.18000000020004,0.016213487739000002,5869.95970412485
2025-07-10 10:00:00,43.95,48.0,1889.2500000000093,2417.9366666667047,232.8366666668,292.1033333318,0.015771610714666668,5869.956710475969
2025-07-10 10:30:00,43.88666666666666,48.0,1886.92333333329,2414.159999999878,233.71666666640002,292.9566666668,0.016587383682666667,5869.944533833506
2025-07-10 11:00:00,43.82333333333334,48.0,1884.8400000000283,2411.4799999999605,234.6199999994,294.33666666560003,0.014377998561,5869.9383777168905
2025-07-10 11:30:00,43.79677419354839,48.0,1882.951612903242,2409.0161290322767,235.5516129031613,295.4096774205161,0.013157628516129031,5869.96308359126
