Location,UWI,Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw)
SKW-18,SKW-18,2025-07-08 13:40:00,59.1,45,884.100268209161,1459.10044264572,259.100000006,308.499999998,0.05710410776
SKW-18,SKW-18,2025-07-08 13:50:00,59.2,45,877.900266327982,1442.30043755025,258.8,308.800000004,0.06016325639
SKW-18,SKW-18,2025-07-08 14:00:00,59.2,45,885.700268694721,1458.10044234333,258.8,309.2,0.06322240502
SKW-18,SKW-18,2025-07-08 14:10:00,59.3,45,888.80026963531,1457.50044216161,258.8,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-08 14:20:00,59.2,45,884.300268270219,1456.10044173566,258.900000008,309.000000002,0.05812382397
SKW-18,SKW-18,2025-07-08 14:30:00,59.2,45,884.20026823969,1448.20043933984,258.8,309.000000002,0.05608439155
SKW-18,SKW-18,2025-07-08 14:40:00,59.2,45,888.000269392531,1449.20043964223,258.8,309.2,0.06220268881
SKW-18,SKW-18,2025-07-08 14:50:00,59.3,45,885.500268633663,1454.90044137221,258.699999992,309.099999992,0.05302524292
SKW-18,SKW-18,2025-07-08 15:00:00,59.3,45,890.300270090341,1446.3004387627,258.8,309.099999992,0.06526183744
SKW-18,SKW-18,2025-07-08 15:10:00,59.3,45,891.10027033312,1451.90044046215,258.900000008,308.899999994,0.05302524292
SKW-18,SKW-18,2025-07-08 15:20:00,59.1,45,890.200270059812,1451.10044021937,258.8,308.600000006,0.06016325639
SKW-18,SKW-18,2025-07-08 15:30:00,58.8,45,895.300271606625,1431.10043415133,258.900000008,308.800000004,0.06220268881
SKW-18,SKW-18,2025-07-08 15:40:00,58.5,45,886.600268968029,1429.4004336367,258.999999998,307.599999998,0.06016325639
SKW-18,SKW-18,2025-07-08 15:50:00,58.5,45,881.200267329629,1425.10043233121,258.900000008,307.500000008,0.06016325639
SKW-18,SKW-18,2025-07-08 16:00:00,58.7,45,883.700268087046,1414.40042908639,258.8,307.900000004,0.05710410776
SKW-18,SKW-18,2025-07-08 16:10:00,58.5,45,887.600269270416,1421.80043133102,258.900000008,307.799999996,0.05710410776
SKW-18,SKW-18,2025-07-08 16:20:00,58.5,45,882.000267572409,1415.00042926811,258.999999998,307.700000006,0.06424212123
SKW-18,SKW-18,2025-07-08 16:30:00,58.5,45,879.800266903677,1409.50042759919,258.900000008,307.900000004,0.06322240502
SKW-18,SKW-18,2025-07-08 16:40:00,58.6,45,880.300267056321,1403.30042571801,258.8,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-08 16:50:00,58.6,45,882.000267572409,1414.50042911547,258.8,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-08 17:00:00,58.6,45,881.400267389236,1412.00042835805,258.8,307.999999994,0.05812382397
SKW-18,SKW-18,2025-07-08 17:10:00,58.6,45,882.500267723602,1411.800428297,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-08 17:20:00,58.5,45,882.600267754131,1410.40042787249,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-08 17:30:00,58.6,45,885.500268633663,1414.40042908639,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-08 17:40:00,58.6,45,884.600268360355,1415.60042944984,258.8,307.999999994,0.06322240502
SKW-18,SKW-18,2025-07-08 17:50:00,58.6,45,883.40026799691,1418.20043023778,258.8,307.900000004,0.06220268881
SKW-18,SKW-18,2025-07-08 18:00:00,58.6,45,885.500268633663,1417.90043014765,258.900000008,307.999999994,0.0611829726
SKW-18,SKW-18,2025-07-08 18:10:00,58.5,45,884.600268360355,1418.1004302087,258.8,307.900000004,0.06322240502
SKW-18,SKW-18,2025-07-08 18:20:00,58.5,45,884.100268209161,1420.50043093559,258.900000008,307.999999994,0.05914354018
SKW-18,SKW-18,2025-07-08 18:30:00,58.2,45,884.100268209161,1421.50043123943,258.900000008,307.799999996,0.06526183744
SKW-18,SKW-18,2025-07-08 18:40:00,58.6,45,877.000266054674,1434.1004350614,258.699999992,307.900000004,0.06220268881
SKW-18,SKW-18,2025-07-08 18:50:00,58.6,45,893.500271060009,1427.90043318167,258.8,308.199999992,0.0611829726
SKW-18,SKW-18,2025-07-08 19:00:00,58.6,45,896.50027197007,1422.00043139062,258.999999998,307.900000004,0.05812382397
SKW-18,SKW-18,2025-07-08 19:10:00,58.6,45,883.000267874795,1430.20043387948,258.999999998,307.500000008,0.05608439155
SKW-18,SKW-18,2025-07-08 19:20:00,58.7,45,874.400265266728,1438.60043642794,258.8,307.900000004,0.05710410776
SKW-18,SKW-18,2025-07-08 19:30:00,58.6,45,892.000270604978,1438.70043645702,258.8,308.3,0.06016325639
SKW-18,SKW-18,2025-07-08 19:40:00,58.6,45,902.300273730584,1431.20043418186,258.999999998,307.999999994,0.0611829726
SKW-18,SKW-18,2025-07-08 19:50:00,58.5,45,882.300267662545,1433.6004349102,259.100000006,307.500000008,0.06016325639
SKW-18,SKW-18,2025-07-08 20:00:00,58.6,45,876.900266024145,1420.90043105771,258.900000008,307.599999998,0.0611829726
SKW-18,SKW-18,2025-07-08 20:10:00,58.7,45,880.100266995263,1439.0004365486,258.8,307.799999996,0.06016325639
SKW-18,SKW-18,2025-07-08 20:20:00,58.6,45,882.200267632016,1429.20043357564,258.900000008,307.999999994,0.0611829726
SKW-18,SKW-18,2025-07-08 20:30:00,58.4,45,880.40026708685,1427.40043302902,258.900000008,307.599999998,0.06016325639
SKW-18,SKW-18,2025-07-08 20:40:00,58.5,45,879.100266691426,1423.80043193724,258.8,307.599999998,0.05506467534
SKW-18,SKW-18,2025-07-08 20:50:00,58.7,45,880.000266964735,1420.40043090651,258.8,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-08 21:00:00,58.7,45,881.90026754188,1420.90043105771,258.8,308.100000002,0.05200552671
SKW-18,SKW-18,2025-07-08 21:10:00,58.7,45,882.000267572409,1418.40043029884,258.8,308.199999992,0.06424212123
SKW-18,SKW-18,2025-07-08 21:20:00,58.6,45,883.40026799691,1415.50042941931,258.8,308.100000002,0.05914354018
SKW-18,SKW-18,2025-07-08 21:30:00,58.7,45,879.60026684407,1427.20043296942,258.8,308.100000002,0.05302524292
SKW-18,SKW-18,2025-07-08 21:40:00,58.6,45,888.80026963531,1423.20043175552,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-08 21:50:00,58.6,45,896.400271940991,1416.70042978275,258.900000008,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-08 22:00:00,58.6,45,883.100267905324,1422.00043139062,259.100000006,307.599999998,0.06322240502
SKW-18,SKW-18,2025-07-08 22:10:00,58.7,45,876.900266024145,1421.50043123943,258.900000008,307.700000006,0.06016325639
SKW-18,SKW-18,2025-07-08 22:20:00,58.6,45,880.900267238043,1423.50043184565,258.699999992,307.999999994,0.06424212123
SKW-18,SKW-18,2025-07-08 22:30:00,58.7,45,887.400269209358,1419.70043069281,258.8,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-08 22:40:00,58.7,45,882.000267572409,1418.80043042095,258.900000008,307.700000006,0.0611829726
SKW-18,SKW-18,2025-07-08 22:50:00,58.5,45,879.700266874599,1418.70043039043,258.900000008,307.999999994,0.0611829726
SKW-18,SKW-18,2025-07-08 23:00:00,58.6,45,880.600267146457,1407.70042705257,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-08 23:10:00,58.6,45,881.500267419765,1418.80043042095,258.8,308.100000002,0.05608439155
SKW-18,SKW-18,2025-07-08 23:20:00,58.7,45,883.40026799691,1418.1004302087,258.8,308.100000002,0.05914354018
SKW-18,SKW-18,2025-07-08 23:30:00,58.6,45,883.40026799691,1414.70042917653,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-08 23:40:00,58.5,45,883.100267905324,1414.70042917653,258.8,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-08 23:50:00,58.5,45,882.800267815188,1413.2004287215,258.8,308.199999992,0.05914354018
SKW-18,SKW-18,2025-07-09 00:00:00,58.5,45,886.400268906971,1413.80042890322,258.8,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 00:10:00,58.7,45,883.500268027439,1443.20043782211,258.8,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-09 00:20:00,58.6,45,885.600268664192,1435.10043536523,258.699999992,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 00:30:00,58.5,45,896.600272000598,1422.10043142115,258.900000008,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 00:40:00,58.6,45,886.900269058165,1430.30043390855,259.100000006,307.500000008,0.0611829726
SKW-18,SKW-18,2025-07-09 00:50:00,58.5,45,879.100266691426,1433.6004349102,258.999999998,307.599999998,0.05710410776
SKW-18,SKW-18,2025-07-09 01:00:00,58.7,45,876.900266024145,1408.20042720521,258.699999992,307.999999994,0.06220268881
SKW-18,SKW-18,2025-07-09 01:10:00,58.6,45,887.000269088693,1431.10043415133,258.8,308.199999992,0.06526183744
SKW-18,SKW-18,2025-07-09 01:20:00,58.5,45,883.000267874795,1431.30043421239,258.8,307.900000004,0.05608439155
SKW-18,SKW-18,2025-07-09 01:30:00,58.4,45,882.900267844267,1430.8004340612,258.900000008,307.900000004,0.05608439155
SKW-18,SKW-18,2025-07-09 01:40:00,58.7,45,881.500267419765,1419.20043054162,258.900000008,307.799999996,0.05812382397
SKW-18,SKW-18,2025-07-09 01:50:00,58.5,45,879.400266783012,1432.30043451623,258.8,307.900000004,0.0611829726
SKW-18,SKW-18,2025-07-09 02:00:00,58.6,45,880.200267025792,1416.20042963156,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 02:10:00,58.6,45,881.90026754188,1427.60043309008,258.8,308.199999992,0.05608439155
SKW-18,SKW-18,2025-07-09 02:20:00,58.6,45,882.000267572409,1427.20043296942,258.8,308.199999992,0.05608439155
SKW-18,SKW-18,2025-07-09 02:30:00,58.6,45,882.100267601487,1425.80043254346,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 02:40:00,58.7,45,882.600267754131,1428.30043330233,258.8,308.100000002,0.05914354018
SKW-18,SKW-18,2025-07-09 02:50:00,58.7,45,883.900268148104,1429.4004336367,258.8,308.199999992,0.05812382397
SKW-18,SKW-18,2025-07-09 03:00:00,58.6,45,887.000269088693,1426.90043287783,258.8,308.100000002,0.05914354018
SKW-18,SKW-18,2025-07-09 03:10:00,58.7,45,882.000267572409,1462.20044358631,258.699999992,307.999999994,0.05812382397
SKW-18,SKW-18,2025-07-09 03:20:00,58.5,45,893.300271000401,1431.30043421239,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-09 03:30:00,58.6,45,896.400271940991,1424.10043202883,259.100000006,307.799999996,0.06016325639
SKW-18,SKW-18,2025-07-09 03:40:00,58.5,45,881.000267268572,1429.90043378789,259.100000006,307.4,0.05710410776
SKW-18,SKW-18,2025-07-09 03:50:00,58.7,45,868.000263324491,1441.70043736708,258.8,307.700000006,0.06220268881
SKW-18,SKW-18,2025-07-09 04:00:00,58.6,45,890.400270119419,1434.00043503232,258.900000008,308.3,0.05812382397
SKW-18,SKW-18,2025-07-09 04:10:00,58.6,45,894.100271243181,1427.30043299849,259.100000006,307.799999996,0.05914354018
SKW-18,SKW-18,2025-07-09 04:20:00,58.6,45,876.800265993616,1432.30043451623,259.100000006,307.500000008,0.05506467534
SKW-18,SKW-18,2025-07-09 04:30:00,58.6,45,873.800265083555,1421.4004312089,258.900000008,307.700000006,0.06322240502
SKW-18,SKW-18,2025-07-09 04:40:00,58.7,45,876.600265934009,1425.90043257399,258.699999992,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 04:50:00,58.7,45,880.700267176985,1429.90043378789,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-09 05:00:00,58.6,45,880.300267056321,1424.40043211896,258.900000008,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 05:10:00,58.5,45,879.300266752484,1425.20043236174,258.8,308.100000002,0.05200552671
SKW-18,SKW-18,2025-07-09 05:20:00,58.5,45,880.200267025792,1419.50043063321,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-09 05:30:00,58.5,45,881.500267419765,1426.40043272664,258.8,308.199999992,0.05404495913
SKW-18,SKW-18,2025-07-09 05:40:00,58.7,45,882.400267693073,1426.30043269611,258.8,308.199999992,0.05710410776
SKW-18,SKW-18,2025-07-09 05:50:00,58.7,45,882.600267754131,1426.60043278624,258.8,308.199999992,0.05812382397
SKW-18,SKW-18,2025-07-09 06:00:00,58.6,45,883.800268117575,1427.10043293889,258.8,308.199999992,0.05710410776
SKW-18,SKW-18,2025-07-09 06:10:00,58.6,45,883.800268117575,1426.90043287783,258.8,308.199999992,0.0611829726
SKW-18,SKW-18,2025-07-09 06:20:00,58.6,45,884.900268451941,1423.40043181658,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 06:30:00,58.7,45,881.500267419765,1429.70043372683,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 06:40:00,58.7,45,884.500268329826,1430.10043384895,258.699999992,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 06:50:00,58.6,45,890.800270241534,1423.30043178605,258.8,307.999999994,0.05914354018
SKW-18,SKW-18,2025-07-09 07:00:00,58.6,45,886.400268906971,1435.20043539576,258.900000008,307.900000004,0.0611829726
SKW-18,SKW-18,2025-07-09 07:10:00,58.5,45,882.400267693073,1429.70043372683,258.699999992,307.900000004,0.05914354018
SKW-18,SKW-18,2025-07-09 07:20:00,58.6,45,889.900269968226,1425.60043248386,258.8,308.199999992,0.05914354018
SKW-18,SKW-18,2025-07-09 07:30:00,58.7,45,888.700269604782,1429.80043375736,258.999999998,307.599999998,0.05812382397
SKW-18,SKW-18,2025-07-09 07:40:00,58.6,45,883.300267966382,1441.90043742813,258.999999998,307.599999998,0.05812382397
SKW-18,SKW-18,2025-07-09 07:50:00,58.5,45,878.600266540233,1415.60042944984,258.8,307.900000004,0.06016325639
SKW-18,SKW-18,2025-07-09 08:00:00,58.6,45,889.60026987809,1414.80042920706,258.8,308.199999992,0.06424212123
SKW-18,SKW-18,2025-07-09 08:10:00,58.7,45,882.600267754131,1429.20043357564,259.100000006,307.799999996,0.05914354018
SKW-18,SKW-18,2025-07-09 08:20:00,58.5,45,874.700265356864,1419.20043054162,258.900000008,307.700000006,0.05710410776
SKW-18,SKW-18,2025-07-09 08:30:00,58.6,45,878.10026638904,1398.20042417119,258.8,307.999999994,0.06424212123
SKW-18,SKW-18,2025-07-09 08:40:00,58.6,45,882.100267601487,1415.90042954142,258.900000008,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 08:50:00,58.5,45,879.200266721955,1413.70042887269,258.900000008,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-09 09:00:00,58.7,45,879.000266662348,1399.50042456517,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 09:10:00,58.7,45,880.40026708685,1409.50042759919,258.8,308.100000002,0.06322240502
SKW-18,SKW-18,2025-07-09 09:20:00,58.7,45,881.200267329629,1412.00042835805,258.8,308.100000002,0.05710410776
SKW-18,SKW-18,2025-07-09 09:30:00,58.5,45,881.000267268572,1411.10042808475,258.8,308.100000002,0.05710410776
SKW-18,SKW-18,2025-07-09 09:40:00,58.5,45,881.1002672991,1412.7004285703,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 09:50:00,58.5,45,883.100267905324,1412.80042860083,258.8,308.199999992,0.0611829726
SKW-18,SKW-18,2025-07-09 10:00:00,58.6,45,883.500268027439,1412.20042841766,258.8,308.199999992,0.05506467534
SKW-18,SKW-18,2025-07-09 10:10:00,58.7,45,883.500268027439,1413.80042890322,258.8,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 10:20:00,58.7,45,881.300267360158,1432.30043451623,258.699999992,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 10:30:00,58.6,45,896.600272000598,1418.90043045148,258.900000008,308.199999992,0.06424212123
SKW-18,SKW-18,2025-07-09 10:40:00,58.5,45,895.300271606625,1411.3004281458,259.100000006,307.700000006,0.05812382397
SKW-18,SKW-18,2025-07-09 10:50:00,58.4,45,879.300266752484,1425.80043254346,258.999999998,307.299999992,0.06220268881
SKW-18,SKW-18,2025-07-09 11:00:00,58.6,45,873.200264901833,1403.80042587065,258.699999992,307.900000004,0.06322240502
SKW-18,SKW-18,2025-07-09 11:10:00,58.6,45,899.800272971717,1422.40043151274,258.900000008,308.199999992,0.06322240502
SKW-18,SKW-18,2025-07-09 11:20:00,58.5,45,888.400269513195,1420.70043099665,259.399999994,307.599999998,0.06220268881
SKW-18,SKW-18,2025-07-09 11:30:00,58,45,873.000264840776,1421.30043117837,259.100000006,307.200000002,0.05608439155
SKW-18,SKW-18,2025-07-09 11:40:00,58.6,45,869.000263628328,1375.20041719309,258.8,307.999999994,0.06322240502
SKW-18,SKW-18,2025-07-09 11:50:00,58.6,45,879.800266903677,1424.20043205935,258.8,308.199999992,0.06424212123
SKW-18,SKW-18,2025-07-09 12:00:00,58.7,45,882.600267754131,1421.00043108824,258.900000008,307.999999994,0.06016325639
SKW-18,SKW-18,2025-07-09 12:10:00,58.6,45,875.600265630172,1419.70043069281,258.900000008,307.799999996,0.05608439155
SKW-18,SKW-18,2025-07-09 12:20:00,58.6,45,876.100265781365,1413.50042881308,258.8,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 12:30:00,58.6,45,880.100266995263,1424.60043218002,258.8,308.3,0.05710410776
SKW-18,SKW-18,2025-07-09 12:40:00,58.6,45,879.900266934206,1423.30043178605,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-09 12:50:00,58.7,45,880.600267146457,1424.0004319983,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-09 13:00:00,58.6,45,881.90026754188,1420.60043096612,258.8,308.3,0.06016325639
SKW-18,SKW-18,2025-07-09 13:10:00,58.6,45,882.300267662545,1427.70043312061,258.8,308.199999992,0.05608439155
SKW-18,SKW-18,2025-07-09 13:20:00,58.6,45,884.300268270219,1427.70043312061,258.699999992,308.199999992,0.0611829726
SKW-18,SKW-18,2025-07-09 13:30:00,58.6,45,889.900269968226,1422.8004316334,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-09 13:40:00,58.7,45,885.500268633663,1427.20043296942,258.999999998,307.799999996,0.06322240502
SKW-18,SKW-18,2025-07-09 13:50:00,58.6,45,881.400267389236,1423.10043172499,258.900000008,307.700000006,0.05812382397
SKW-18,SKW-18,2025-07-09 14:00:00,58.7,45,877.100266085203,1425.60043248386,258.699999992,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 14:10:00,58.7,45,889.100269725446,1429.00043351458,258.8,308.199999992,0.05812382397
SKW-18,SKW-18,2025-07-09 14:20:00,58.7,45,896.600272000598,1424.90043227161,258.999999998,308.199999992,0.05812382397
SKW-18,SKW-18,2025-07-09 14:30:00,58.6,45,880.200267025792,1424.50043214949,259.100000006,307.500000008,0.05812382397
SKW-18,SKW-18,2025-07-09 14:40:00,58.6,45,877.000266054674,1422.00043139062,258.900000008,307.799999996,0.05812382397
SKW-18,SKW-18,2025-07-09 14:50:00,58.5,45,878.80026660129,1419.10043051109,258.699999992,308.199999992,0.0611829726
SKW-18,SKW-18,2025-07-09 15:00:00,58.6,45,885.300268572606,1414.90042923759,258.8,308.199999992,0.05914354018
SKW-18,SKW-18,2025-07-09 15:10:00,58.6,45,881.300267360158,1409.30042753813,258.999999998,307.799999996,0.06322240502
SKW-18,SKW-18,2025-07-09 15:20:00,58.6,45,878.400266479175,1417.10042990487,258.8,307.799999996,0.06424212123
SKW-18,SKW-18,2025-07-09 15:30:00,58.6,45,878.900266631819,1399.40042453464,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 15:40:00,58.5,45,881.1002672991,1410.30042784197,258.8,308.100000002,0.05506467534
SKW-18,SKW-18,2025-07-09 15:50:00,58.6,45,880.500267117378,1410.90042802369,258.8,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-09 16:00:00,58.6,45,882.000267572409,1410.10042778091,258.8,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 16:10:00,58.5,45,883.600268056518,1409.80042769077,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 16:20:00,58.6,45,882.500267723602,1412.80042860083,258.8,307.999999994,0.06220268881
SKW-18,SKW-18,2025-07-09 16:30:00,58.6,45,873.900265114084,1429.6004336963,258.699999992,308.100000002,0.06322240502
SKW-18,SKW-18,2025-07-09 16:40:00,58.6,45,896.800272061656,1421.00043108824,258.900000008,308.3,0.06220268881
SKW-18,SKW-18,2025-07-09 16:50:00,58.5,45,899.000272728937,1412.90042862991,259.199999996,307.799999996,0.06526183744
SKW-18,SKW-18,2025-07-09 17:00:00,58.5,45,878.300266448647,1423.00043169446,259.199999996,307.4,0.06220268881
SKW-18,SKW-18,2025-07-09 17:10:00,58.7,45,862.400261626484,1419.30043057215,258.8,307.900000004,0.05608439155
SKW-18,SKW-18,2025-07-09 17:20:00,58.6,45,898.300272516686,1429.50043366723,258.999999998,308.400000008,0.06526183744
SKW-18,SKW-18,2025-07-09 17:30:00,58.6,45,891.500270453785,1418.6004303599,259.399999994,307.599999998,0.06016325639
SKW-18,SKW-18,2025-07-09 17:40:00,58.1,45,871.000264234552,1425.90043257399,259.199999996,307.4,0.06424212123
SKW-18,SKW-18,2025-07-09 17:50:00,58.7,45,866.300262808403,1374.30041692123,258.8,307.900000004,0.06016325639
SKW-18,SKW-18,2025-07-09 18:00:00,58.7,45,877.100266085203,1426.50043275716,258.8,308.199999992,0.05404495913
SKW-18,SKW-18,2025-07-09 18:10:00,58.6,45,879.60026684407,1421.70043130049,258.900000008,308.100000002,0.06424212123
SKW-18,SKW-18,2025-07-09 18:20:00,58.5,45,873.900265114084,1417.00042987434,258.900000008,307.799999996,0.0611829726
SKW-18,SKW-18,2025-07-09 18:30:00,58.6,45,874.100265175142,1411.3004281458,258.8,307.999999994,0.05506467534
SKW-18,SKW-18,2025-07-09 18:40:00,58.6,45,877.200266115731,1419.90043075387,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 18:50:00,58.7,45,878.600266540233,1418.1004302087,258.900000008,308.3,0.05608439155
SKW-18,SKW-18,2025-07-09 19:00:00,58.6,45,878.500266509704,1417.70043008659,258.8,308.199999992,0.06322240502
SKW-18,SKW-18,2025-07-09 19:10:00,58.6,45,878.700266570762,1415.50042941931,258.8,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-09 19:20:00,58.5,45,880.200267025792,1415.70042948037,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 19:30:00,58.6,45,881.500267419765,1415.10042929864,258.900000008,308.3,0.06220268881
SKW-18,SKW-18,2025-07-09 19:40:00,58.6,45,881.400267389236,1420.50043093559,258.8,308.100000002,0.05914354018
SKW-18,SKW-18,2025-07-09 19:50:00,58.6,45,883.500268027439,1418.80043042095,258.8,308.199999992,0.05302524292
SKW-18,SKW-18,2025-07-09 20:00:00,58.5,45,885.300268572606,1414.50042911547,258.8,308.100000002,0.05506467534
SKW-18,SKW-18,2025-07-09 20:10:00,58.6,45,882.600267754131,1417.00042987434,258.900000008,307.900000004,0.05812382397
SKW-18,SKW-18,2025-07-09 20:20:00,58.6,45,881.400267389236,1413.00042866044,258.900000008,307.900000004,0.06424212123
SKW-18,SKW-18,2025-07-09 20:30:00,58.5,45,882.600267754131,1412.7004285703,258.8,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-09 20:40:00,58.6,45,882.70026778466,1417.90043014765,258.8,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 20:50:00,58.5,45,882.600267754131,1418.40043029884,258.699999992,308.100000002,0.06220268881
SKW-18,SKW-18,2025-07-09 21:00:00,58.6,45,895.100271545568,1410.00042775038,258.900000008,308.199999992,0.06526183744
SKW-18,SKW-18,2025-07-09 21:10:00,58.7,45,886.100268815385,1413.70042887269,259.100000006,307.500000008,0.06526183744
SKW-18,SKW-18,2025-07-09 21:20:00,58.6,45,876.900266024145,1416.80042981328,258.900000008,307.500000008,0.06016325639
SKW-18,SKW-18,2025-07-09 21:30:00,58.5,45,878.700266570762,1395.20042326113,258.699999992,308.100000002,0.06016325639
SKW-18,SKW-18,2025-07-09 21:40:00,58.6,45,886.400268906971,1422.8004316334,258.900000008,308.199999992,0.05506467534
SKW-18,SKW-18,2025-07-09 21:50:00,58.6,45,883.500268027439,1415.60042944984,258.900000008,307.599999998,0.06016325639
SKW-18,SKW-18,2025-07-09 22:00:00,58.5,45,884.600268360355,1409.50042759919,258.999999998,307.799999996,0.06220268881
SKW-18,SKW-18,2025-07-09 22:10:00,58.6,45,876.100265781365,1404.90042620357,258.999999998,307.599999998,0.05812382397
SKW-18,SKW-18,2025-07-09 22:20:00,58.5,45,875.400265569114,1411.60042823594,258.900000008,307.799999996,0.06220268881
SKW-18,SKW-18,2025-07-09 22:30:00,58.6,45,878.000266358511,1416.80042981328,258.8,308.100000002,0.06322240502
SKW-18,SKW-18,2025-07-09 22:40:00,58.5,45,877.400266176789,1411.3004281458,258.8,308.199999992,0.06424212123
SKW-18,SKW-18,2025-07-09 22:50:00,58.6,45,877.700266266925,1410.00042775038,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 23:00:00,58.6,45,879.800266903677,1408.60042732588,258.8,308.199999992,0.06220268881
SKW-18,SKW-18,2025-07-09 23:10:00,58.6,45,880.800267207514,1411.90042832752,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 23:20:00,58.5,45,880.800267207514,1411.3004281458,258.900000008,308.199999992,0.06016325639
SKW-18,SKW-18,2025-07-09 23:30:00,58.5,45,880.40026708685,1412.40042847872,258.8,308.100000002,0.05812382397
SKW-18,SKW-18,2025-07-09 23:40:00,58.6,45,881.1002672991,1410.80042799316,258.8,308.199999992,0.05812382397
SKW-18,SKW-18,2025-07-09 23:50:00,58.6,45,875.100265478979,1428.30043330233,258.699999992,308.199999992,0.05506467534
SKW-18,SKW-18,2025-07-10 00:00:00,58.6,45,894.000271212652,1421.60043126996,258.900000008,308.199999992,0.06322240502
SKW-18,SKW-18,2025-07-10 00:10:00,58.5,45,896.700272031127,1416.0004295705,259.100000006,307.900000004,0.0611829726
SKW-18,SKW-18,2025-07-10 00:20:00,58.5,45,878.700266570762,1419.50043063321,259.100000006,307.500000008,0.0611829726
SKW-18,SKW-18,2025-07-10 00:30:00,58.6,45,865.100262444959,1428.2004332718,258.8,307.900000004,0.06322240502
SKW-18,SKW-18,2025-07-10 00:40:00,58.5,45,892.800270847758,1434.20043509192,258.900000008,308.400000008,0.05914354018
SKW-18,SKW-18,2025-07-10 00:50:00,58.4,45,898.200272486157,1423.50043184565,259.199999996,307.999999994,0.05710410776
SKW-18,SKW-18,2025-07-10 01:00:00,58.4,45,874.700265356864,1427.30043299849,259.199999996,307.500000008,0.0611829726
SKW-18,SKW-18,2025-07-10 01:10:00,58.7,45,868.600263506213,1402.20042538509,258.900000008,307.799999996,0.06220268881
SKW-18,SKW-18,2025-07-10 01:20:00,58.7,45,876.200265811894,1432.2004344857,258.699999992,308.199999992,0.05914354018
SKW-18,SKW-18,2025-07-10 01:30:00,58.7,45,879.300266752484,1429.00043351458,258.8,308.100000002,0.0611829726
SKW-18,SKW-18,2025-07-10 01:40:00,58.6,45,876.700265964538,1424.0004319983,258.900000008,308.100000002,0.05914354018
