Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw),Virtual Rate (BFPD) (Raw)
2025-07-27 15:00:00,0.0,0.0,820.6999999996251,821.700000000333,83.86666666999999,81.066666662,0.00611829726,0.0
2025-07-27 15:30:00,0.0,0.0,0.0,0.0,-4.000000330961481e-09,-4.000000330961481e-09,0.0,0.0
2025-07-27 16:00:00,,,,,,,,
2025-07-27 16:30:00,,,,,,,,
2025-07-27 17:00:00,,,,,,,,
2025-07-27 17:30:00,,,,,,,,
2025-07-27 18:00:00,,,,,,,,
2025-07-27 18:30:00,,,,,,,,
2025-07-27 19:00:00,,,,,,,,
2025-07-27 19:30:00,,,,,,,,
2025-07-27 20:00:00,,,,,,,,
2025-07-27 20:30:00,,,,,,,,
2025-07-27 21:00:00,,,,,,,,
2025-07-27 21:30:00,0.0,0.0,824.000000000512,823.700000000299,88.199999996,85.400000006,0.00611829726,0.0
2025-07-27 22:00:00,9.1,13.5,823.099999999874,1100.0999999995215,89.6,94.800000002,0.0056084391550000005,781.8468025646034
2025-07-27 22:30:00,19.226666666666667,44.4,817.240000000075,2406.2200000000075,92.2333333352,115.6933333328,0.006594164824666667,1287.6150034068853
2025-07-27 23:00:00,19.85,45.0,812.8899999998954,2388.415000000209,93.5449999979,117.47500000069999,0.006781112796499999,1309.5793811193528
2025-07-27 23:30:00,20.375,45.0,807.74499999995,2374.050000000043,94.29000000170001,119.16499999909999,0.0062712546915,1350.660581658827
2025-07-28 00:00:00,20.31875,45.0,804.7874999999588,2365.268750000006,94.937500000625,120.118750001375,0.00624576178625,1348.899821511047
2025-07-28 00:30:00,20.1,45.0,803.614999999926,2357.8450000000976,95.8849999979,120.44999999839999,0.0064751979335,1331.3599223601511
2025-07-28 01:00:00,20.224999999999998,45.0,800.962499999788,2345.462500000211,96.575000001125,121.4312499995,0.006054564996875,1336.5984052693454
2025-07-28 01:30:00,20.28125,45.0,799.0937500000053,2303.6812499999924,97.28750000075,122.099999999,0.0063732263125,1349.8778495753925
2025-07-28 02:00:00,19.857894736842105,45.0,798.3684210527769,2253.2368421052265,97.96842105042104,122.01052631663158,0.00654765145368421,1339.2753312902203
2025-07-28 02:30:00,19.957894736842103,45.0,796.2947368420034,2294.2631578949,98.631578948,122.4947368428421,0.006386643631052631,1355.9587139156663
2025-07-28 03:00:00,19.15,45.0,794.9062499998498,2300.212500000074,99.125000000375,123.3437499995,0.006436958575625,1341.5051092740598
2025-07-28 03:30:00,19.235714285714288,45.0,794.2357142857625,2297.8714285713713,99.85714285614286,123.08571428642857,0.0064824816207142855,1339.7567198733873
2025-07-28 04:00:00,19.14,45.0,793.1000000000936,2309.9466666664653,100.43333333000001,123.6066666668,0.006186278340666667,1326.5739383637049
2025-07-28 04:30:00,18.913333333333334,45.0,792.2400000000646,2334.786666666752,100.9666666652,123.71333333119999,0.006390221582666666,1302.179723316171
2025-07-28 05:00:00,19.26111111111111,45.0,790.3277777775679,2365.3111111111375,101.461111113,124.766666668,0.006514853563888889,1306.9828765800075
2025-07-28 05:30:00,18.3375,45.0,790.175000000125,2385.4562500001625,101.943749998625,124.12500000125,0.00650069083875,1302.842434365421
2025-07-28 06:00:00,18.95714285714286,45.0,787.8857142857202,2389.8047619047875,102.295238096,125.18571428514285,0.006506760578095239,1280.8429706965462
2025-07-28 06:30:00,18.78421052631579,45.0,787.7000000000708,2389.7263157894595,102.63157894589473,124.8210526308421,0.007138013469999999,1282.962515947799
2025-07-28 07:00:00,19.16842105263158,45.0,785.5526315789479,2392.4842105262705,102.90526315463158,125.6210526323158,0.00654765145368421,1273.3612937476157
2025-07-28 07:30:00,18.894444444444446,46.0,785.538888888994,2398.111111111243,103.13333333700001,125.95555555600001,0.006571504464444444,1321.3795415621526
2025-07-28 08:00:00,19.080000000000002,46.0,784.4100000001758,2398.5850000000873,103.3450000043,126.6950000003,0.006526183744,1309.8086779556397
2025-07-28 08:30:00,19.03,46.0,783.2799999998105,2401.7949999999682,103.54500000139998,126.8500000001,0.0064751979335,1290.924110279058
2025-07-28 09:00:00,18.641176470588235,46.0,782.3764705881911,2404.464705882556,103.70000000035294,126.78235293941177,0.006538180405294117,1297.6824479899315
2025-07-28 09:30:00,3.8600000000000003,8.197,773.0700000000494,1024.5199999998763,103.6000000004,111.93500000030001,0.0061692830705,216.33515428977844
2025-07-28 10:00:00,19.375,32.05,783.6499999998553,1604.8100000000243,103.4850000011,109.44999999950001,0.006730126986,519.6564627521327
2025-07-28 10:30:00,14.582608695652173,45.91304347826087,790.3086956520311,2370.3565217390565,105.10000000034783,120.49999999973913,0.007093677982608696,1004.8185038461933
2025-07-28 11:00:00,11.716666666666667,35.77777777777778,792.6444444445056,2082.1666666665633,107.872222223,124.516666665,0.006741457166111111,1007.4495527447993
2025-07-28 11:30:00,12.844999999999999,18.0,774.5850000000344,1488.9850000001593,109.2399999962,115.6150000004,0.006220268881,374.40642781530636
2025-07-28 12:00:00,16.97,43.75,782.5800000001127,2367.839999999779,109.15499999839999,128.4049999985,0.0063222405019999995,1170.2840456828071
2025-07-28 12:30:00,19.316666666666666,46.0,749.3166666666212,2416.8250000000476,107.09999999749999,129.600000002,0.0062882499616666665,1309.7029030775254
2025-07-28 13:00:00,20.728571428571428,46.0,746.1809523809138,2400.3142857142957,105.82380952400001,131.40952381057144,0.006555318492857143,1337.0039222617686
2025-07-28 13:30:00,21.91,46.7,745.5399999999875,2293.8999999998455,105.07000000010001,131.9849999996,0.0062202688810000005,1596.9255443929062
2025-07-28 14:00:00,25.3,50.0,756.4086956520489,2270.773913043506,104.89130434713044,136.4391304347826,0.006605987621304348,2261.7023219905514
2025-07-28 14:30:00,25.228,50.0,770.6680000000451,2357.079999999975,105.04000000184,137.64799999976,0.0066893383376000004,2380.031401952288
2025-07-28 15:00:00,25.355555555555558,50.0,772.0185185187445,2402.2629629630255,105.22592592866667,137.30000000066667,0.006873642600740741,2280.0877552798124
2025-07-28 15:30:00,26.066666666666666,50.0,770.6333333333573,2416.966666666533,105.333333332,137.577777776,0.0062882499616666665,2380.0541842992043
2025-07-28 16:00:00,24.491999999999997,50.0,771.3439999998857,2421.2480000001124,105.60000000272001,136.64400000224,0.0068932815796,2380.027898931553
2025-07-28 16:30:00,24.347826086956523,50.0,768.9434782608563,2412.2565217389642,105.9260869572174,136.57391304252175,0.006960671520434783,2380.0220596407094
2025-07-28 17:00:00,27.013636363636362,51.0,766.8227272727629,2412.7545454546666,105.8136363639091,140.18181818163637,0.006952610522727273,1729.8034299432693
2025-07-28 17:30:00,27.257142857142856,51.0,759.980952381087,2386.84761904776,105.96190476371427,139.028571428,0.006506760578095239,1633.463811978406
2025-07-28 18:00:00,26.58695652173913,51.0,761.3695652174372,2420.978260869586,105.83043478347827,139.22173913156522,0.007226684444782608,1835.559202988121
2025-07-28 18:30:00,26.28,51.0,762.2399999997764,2419.01000000012,105.8500000013,138.0600000023,0.0066791411755,1939.0147061836044
2025-07-28 19:00:00,27.28,51.0,755.3749999998458,2412.5400000001073,105.82000000069999,139.5449999987,0.0068830844175,1847.7731800271383
2025-07-28 19:30:00,26.282608695652176,51.0,759.2260869565001,2414.704347826016,105.72608695686958,139.5826086943478,0.006783329570869565,2000.039125124358
2025-07-28 20:00:00,26.761904761904763,51.0,760.8333333333808,2413.8619047619095,105.69523809628572,138.70000000057144,0.006895223896190476,2016.1286405900391
2025-07-28 20:30:00,27.88695652173913,51.0,752.017391304266,2433.273913043378,105.30869565121739,140.0260869586087,0.007226684444782608,1474.3194552507798
2025-07-28 21:00:00,25.972727272727273,51.0,756.2136363635422,2426.1545454543334,104.85454545336364,138.24090909172727,0.0072307149436363636,1930.9991809398853
2025-07-28 21:30:00,27.274074074074072,51.0,755.5851851852684,2442.7777777777937,104.92962963,138.070370372,0.007024711668888889,1609.1221146614719
2025-07-28 22:00:00,26.031999999999996,51.0,756.9920000002222,2432.235999999945,104.98000000063999,138.01199999864,0.0074643226572,2023.717035221625
2025-07-28 22:30:00,25.811999999999998,51.0,761.4799999998619,2405.007999999922,105.55199999816001,138.17599999952,0.0077906318444,2135.8041277946627
2025-07-28 23:00:00,26.845454545454547,51.0,755.9499999999829,2408.6272727273717,105.63181818390909,138.91818181836362,0.006998961259545455,1792.78924567848
2025-07-28 23:30:00,27.172727272727272,51.0,751.9954545456693,2394.168181818326,105.53181817999999,138.7863636341818,0.007323416417272727,1669.5776341952069
2025-07-29 00:00:00,26.531578947368423,51.0,752.5684210527073,2413.8368421053015,105.33684210610527,139.43684210378947,0.007782044760526316,1795.4520397438873
2025-07-29 00:30:00,26.508695652173916,51.0,755.5000000002402,2414.79130434788,105.4130434778261,137.0565217392174,0.007980387730434782,2038.7373118816438
2025-07-29 01:00:00,28.05,51.0,751.106249999923,2425.725000000036,105.043749998,139.96874999862501,0.007456674785625,1339.055558349118
2025-07-29 01:30:00,25.32,51.0,755.0320000000523,2428.4200000000264,104.89599999968,137.70799999951998,0.007341956712,1936.1099766418422
2025-07-29 02:00:00,26.633333333333333,51.0,751.2523809525496,2420.280952381014,105.0428571422857,137.80952381,0.007672150532380952,1775.8470462561183
2025-07-29 02:30:00,27.96666666666667,51.0,745.2208333332277,2450.5291666665325,104.945833334,139.49999999975,0.007435430697916666,1547.8396704816303
2025-07-29 03:00:00,26.97,51.0,748.3500000001645,2407.0950000003136,104.9599999976,139.01,0.008310687111499999,1619.8872191967016
2025-07-29 03:30:00,27.21153846153846,51.0,746.0999999999543,2424.2076923078457,105.08461538553846,139.4538461523846,0.007412552449615385,1527.4332547507254
2025-07-29 04:00:00,26.270833333333332,51.0,749.6916666665848,2434.9291666667873,104.94583333325,138.67083333125,0.007817824276666666,1917.2238640167686
2025-07-29 04:30:00,27.695238095238096,51.0,748.4190476191437,2430.419047619175,104.87619047428572,139.1333333342857,0.007283687214285714,1644.2597341989087
2025-07-29 05:00:00,27.310000000000002,51.0,746.2400000001206,2445.580000000011,104.7299999999,138.7799999987,0.007443928333,1548.696326691104
2025-07-29 05:30:00,25.55,51.0,748.6772727272473,2423.0363636363163,104.78181818136363,137.8909090899091,0.008111378943181818,1928.6391501102623
2025-07-29 06:00:00,27.977777777777778,51.0,742.7333333334201,2437.2111111110526,105.005555554,139.48888888899998,0.007421267972777778,1301.625232883604
2025-07-29 06:30:00,25.66190476190476,51.0,749.5999999998965,2421.5952380952635,104.84285714171429,137.71904761914286,0.00786638219142857,2115.454391737788
2025-07-29 07:00:00,27.16818181818182,51.0,746.2636363636155,2419.9090909090705,104.668181816,139.44999999936363,0.008111378943181818,1625.2020147988633
