Window_Start_Time,A,IP,DP,IT,MT,V,R
2025-07-27 15:00:00,0.0,-0.0020033221494431,-0.0005008305373636951,0.0006677740426640943,0.0006677740426639726,-1.4852316357121868e-20,0.0
2025-07-27 22:00:00,0.030333333333333334,-0.00033333333357004447,0.923999999999295,0.0010000000199999906,0.0,-1.6995270166666663e-06,2.606156008548678
2025-07-27 22:30:00,0.0004533116178067476,-0.002488599348336511,-0.00944299674268719,0.0010059717717264115,0.001885450597329042,5.535918621067371e-09,-0.021162971731395655
2025-07-27 23:00:00,0.00019730451675570665,-0.0022498785815948576,-0.009599724785390543,0.0005475959185526551,0.00011231180562178242,-3.363561239881827e-07,0.008352109420028809
2025-07-27 23:30:00,-0.00023076125285210536,-0.001121655257903892,-0.004781165733251651,0.00040759178596767805,0.0003541796291537264,2.485307087222568e-07,-0.04822176552093215
2025-07-28 00:00:00,-0.0005966286169365629,-0.0007313512079401224,-0.004454694274670421,0.00041898947930714176,0.0002723210331430697,3.293482140076088e-07,-0.049457010526870564
2025-07-28 00:30:00,-8.448818811240221e-05,-0.0005857664834341579,-0.0035622743780203835,0.00040033137382067973,0.0007115661049672698,-2.198604685967304e-07,0.007065627281590235
2025-07-28 01:00:00,0.000382565067419268,-0.000804050689353194,-0.010330916939009165,0.00036559497076528056,0.0008877022102816706,8.981507945972349e-07,0.01683792412687834
2025-07-28 01:30:00,7.547861572059362e-05,-0.0006477452056618947,-0.03515446415777162,0.00045669742308833205,-0.00033156392945339115,-3.8036375295299137e-07,0.027557483235013013
2025-07-28 02:00:00,-0.0004148798584167133,-0.0007945340684639334,0.006282871599606683,0.00038022145127632667,-0.00047341909842759576,3.84073902071564e-07,-0.0028033739256797326
2025-07-28 02:30:00,0.0009691106585200226,-0.0016536792702967432,0.017593863455425966,0.00041899112348359495,0.0005545470626273252,-9.240322219368972e-07,0.035269512302559515
2025-07-28 03:00:00,-0.001472822138564157,0.0009188626908693271,0.002862756753082555,0.00030843405101048567,-0.00027953899461067466,3.923021546298126e-07,-0.049341938442777594
2025-07-28 03:30:00,-0.00048494217336539564,-0.0009807626241344926,-0.007512882170940149,0.0003160425956372318,9.84770394022676e-05,-5.2544634661628533e-08,-0.011054403643379786
2025-07-28 04:00:00,-0.000636788893918828,-0.001033650218636743,0.015242191036620395,0.000296137018560372,0.0007099743465143002,-2.6158405869925793e-07,0.001095310800711079
2025-07-28 04:30:00,-0.00012051282051282052,0.00019999999991840978,0.02197948717974986,0.00033717948576922005,-0.00016025641292306738,1.8302598641025955e-07,-0.03630402332536128
2025-07-28 05:00:00,0.00020335925538526398,-0.0013815240953952831,0.012102263252771339,0.00021427380227843565,0.00048615216877526796,5.000654780951093e-07,0.005408726046395077
2025-07-28 05:30:00,-4.916170811500652e-06,-0.0005224702912787772,0.006536218616943565,0.0002799674549305711,0.0007353913445456107,-5.203251101222236e-07,-0.0027521970285905506
2025-07-28 06:00:00,-0.0007856864274571003,-0.0003506240250366109,0.002467953718113614,0.00016523660631428624,-0.0005021450875974268,1.6173346024440626e-07,-0.0029500288545324517
2025-07-28 06:30:00,-0.0010223074197793275,-0.0004315340618602256,0.0009108968519853132,0.00010331258423552403,0.00044190960962266906,4.902978031683453e-08,-0.00828389364446613
2025-07-28 07:00:00,0.0007768777614138439,-0.0009990181639978597,-0.001691212567629244,9.450172025032655e-05,0.0005657830133284078,1.0011941188021482e-07,-0.005660527392616366
2025-07-28 07:30:00,0.0004227346278317194,-0.0002662679151209341,0.0025092464170903715,0.0001811719882281117,0.0005251675900485308,1.0754635247630363e-07,0.027617353301731214
