Location,UWI,Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw),Virtual Rate (BFPD) (Raw)
SKW-15,SKW-15,2025-07-28 18:30:00,23.4,51.0,769.399999999553,2445.19999999996,105.999999998,137.400000008,0.00611829726,2380.031078619738
SKW-15,SKW-15,2025-07-28 18:32:00,22.7,51.0,769.099999999341,2437.10000000002,106.100000006,136.500000008,0.00611829726,2380.017244967489
SKW-15,SKW-15,2025-07-28 18:34:00,28.2,51.0,769.099999999341,2433.4000000003,106.100000006,136.299999992,0.00815772968,1030.8553141823845
SKW-15,SKW-15,2025-07-28 18:35:00,29.2,51.0,768.100000000083,2425.30000000037,106.100000006,135.800000006,0.00611829726,2195.235835126463
SKW-15,SKW-15,2025-07-28 18:40:00,29.0,51.0,745.199999999819,2423.40000000047,105.699999992,139.600000004,0.00713801347,988.1142662555407
SKW-15,SKW-15,2025-07-28 18:41:00,29.0,51.0,745.500000000032,2425.2000000003,105.600000002,140.300000006,0.00611829726,988.0791363083297
SKW-15,SKW-15,2025-07-28 18:42:00,28.8,51.0,749.09999999968,2426.49999999977,105.600000002,140.9,0.00509858105,998.5638157414944
SKW-15,SKW-15,2025-07-28 18:43:00,25.4,51.0,751.49999999993,2426.69999999991,105.600000002,140.599999994,0.00815772968,2380.0636393854916
SKW-15,SKW-15,2025-07-28 18:44:00,22.1,51.0,757.099999999545,2426.09999999949,105.600000002,141.8,0.00611829726,2380.002978086745
SKW-15,SKW-15,2025-07-28 18:45:40,23.9,51.0,768.000000000012,2420.80000000008,105.699999992,137.800000004,0.00713801347,2380.040234916824
SKW-15,SKW-15,2025-07-28 18:46:00,23.9,51.0,768.000000000012,2420.80000000008,105.699999992,137.800000004,0.00713801347,2380.040234916824
SKW-15,SKW-15,2025-07-28 18:46:03,24.2,51.0,768.000000000012,2420.80000000008,105.699999992,137.800000004,0.00713801347,2380.045264935984
SKW-15,SKW-15,2025-07-28 18:47:45,25.2,51.0,768.500000000366,2416.80000000015,105.8,137.100000002,0.00815772968,2380.0603526417967
SKW-15,SKW-15,2025-07-28 18:48:00,25.2,51.0,768.500000000366,2416.80000000015,105.8,137.100000002,0.00815772968,2380.0603526417967
SKW-15,SKW-15,2025-07-28 18:49:00,25.1,51.0,769.099999999341,2414.90000000026,105.900000008,136.700000006,0.00611829726,2380.059019172659
SKW-15,SKW-15,2025-07-28 18:51:00,24.5,51.0,769.599999999695,2411.99999999965,105.999999998,136.900000004,0.00611829726,2380.0500590033575
SKW-15,SKW-15,2025-07-28 18:54:00,28.4,51.0,769.099999999341,2404.60000000021,106.100000006,135.699999998,0.00713801347,1019.970226822201
SKW-15,SKW-15,2025-07-28 18:56:00,29.2,51.0,761.599999999831,2394.9000000006,106.100000006,137.600000006,0.00611829726,2195.300553553478
SKW-15,SKW-15,2025-07-28 18:57:00,29.0,51.0,757.399999999757,2394.50000000031,105.900000008,139.1,0.00611829726,987.910985874719
SKW-15,SKW-15,2025-07-28 18:58:00,29.2,51.0,752.899999999471,2394.40000000024,105.900000008,138.399999998,0.00509858105,2195.793530518769
SKW-15,SKW-15,2025-07-28 19:00:00,29.2,51.0,738.399999999354,2399.4999999995,105.600000002,140.100000008,0.00611829726,2196.4938779282456
SKW-15,SKW-15,2025-07-28 19:01:00,29.0,51.0,738.200000000663,2402.19999999996,105.499999994,140.599999994,0.00713801347,988.1976090423107
SKW-15,SKW-15,2025-07-28 19:03:00,29.2,51.0,741.700000000241,2405.10000000057,105.499999994,141.600000002,0.00713801347,2195.9613779017745
SKW-15,SKW-15,2025-07-28 19:08:00,25.7,51.0,768.400000000296,2415.30000000054,105.8,140.9,0.00713801347,2380.0660235658547
SKW-15,SKW-15,2025-07-28 19:10:00,25.1,51.0,769.099999999341,2415.69999999937,105.900000008,139.400000006,0.00815772968,2380.0582455600197
SKW-15,SKW-15,2025-07-28 19:12:00,24.1,51.0,769.299999999483,2413.30000000057,106.100000006,138.700000004,0.00713801347,2380.0430319780544
SKW-15,SKW-15,2025-07-28 19:13:25,23.1,51.0,769.099999999341,2412.70000000015,106.100000006,137.899999994,0.00815772968,2380.0249827768394
SKW-15,SKW-15,2025-07-28 19:13:33,22.8,51.0,769.099999999341,2412.70000000015,106.100000006,137.899999994,0.00815772968,2380.0187612285304
SKW-15,SKW-15,2025-07-28 19:14:00,22.8,51.0,769.099999999341,2412.70000000015,106.100000006,137.899999994,0.00815772968,2380.0187612285304
SKW-15,SKW-15,2025-07-28 19:15:00,27.3,51.0,768.600000000437,2412.09999999972,106.199999996,137.100000002,0.00611829726,2380.084921585548
SKW-15,SKW-15,2025-07-28 19:16:00,29.0,51.0,768.000000000012,2408.09999999979,106.199999996,136.900000004,0.00713801347,987.8191232967155
SKW-15,SKW-15,2025-07-28 19:17:00,29.3,51.0,763.599999999797,2406.70000000025,106.100000006,137.3,0.00611829726,2194.123819538607
SKW-15,SKW-15,2025-07-28 19:18:00,29.2,51.0,759.199999999581,2407.2000000006,106.100000006,138.799999994,0.00611829726,2195.2091267494607
SKW-15,SKW-15,2025-07-28 19:19:00,29.3,51.0,754.200000000392,2407.79999999958,105.999999998,138.399999998,0.00611829726,2194.5711271015484
SKW-15,SKW-15,2025-07-28 19:21:00,29.1,51.0,735.600000000272,2411.99999999965,105.699999992,139.899999992,0.00713801347,983.0471586938919
SKW-15,SKW-15,2025-07-28 19:23:00,29.1,51.0,730.39999999949,2416.39999999987,105.499999994,141.200000006,0.00509858105,983.0914466098905
SKW-15,SKW-15,2025-07-28 19:25:00,29.1,51.0,740.899999999675,2421.50000000058,105.400000004,141.699999992,0.00611829726,982.8539557530796
SKW-15,SKW-15,2025-07-28 19:26:00,29.1,51.0,740.899999999675,2421.50000000058,105.400000004,141.699999992,0.00611829726,982.8539557530796
SKW-15,SKW-15,2025-07-28 19:27:00,28.2,51.0,752.400000000567,2423.70000000069,105.499999994,141.400000004,0.00713801347,1030.8572722135355
SKW-15,SKW-15,2025-07-28 19:28:00,25.9,51.0,761.299999999618,2424.59999999987,105.600000002,141.499999994,0.00713801347,2380.069022037251
SKW-15,SKW-15,2025-07-28 19:30:00,25.6,51.0,768.100000000083,2423.99999999945,105.699999992,140.599999994,0.00713801347,2380.0648613588023
SKW-15,SKW-15,2025-07-28 19:31:00,25.5,51.0,768.300000000225,2423.60000000062,105.8,141.099999998,0.00509858105,2380.063397767261
SKW-15,SKW-15,2025-07-28 19:32:00,24.8,51.0,768.600000000437,2421.60000000065,105.900000008,140.300000006,0.00611829726,2380.0537243200474
SKW-15,SKW-15,2025-07-28 19:32:38,24.8,51.0,768.700000000508,2421.1000000003,105.900000008,138.799999994,0.00611829726,2380.0541521632285
SKW-15,SKW-15,2025-07-28 19:34:01,23.5,51.0,768.600000000437,2421.30000000044,105.900000008,138.700000004,0.00713801347,2380.0325971786856
SKW-15,SKW-15,2025-07-28 19:35:44,22.7,51.0,768.100000000083,2422.19999999962,105.999999998,137.899999994,0.00713801347,2380.0168127660077
SKW-15,SKW-15,2025-07-28 19:36:00,22.7,51.0,768.100000000083,2422.19999999962,105.999999998,137.899999994,0.00713801347,2380.0168127660077
SKW-15,SKW-15,2025-07-28 19:38:00,26.3,51.0,767.899999999941,2421.30000000044,106.100000006,135.899999996,0.00815772968,2380.0744669780615
SKW-15,SKW-15,2025-07-28 19:39:00,29.1,51.0,766.300000000259,2415.40000000061,106.100000006,136.900000004,0.00509858105,982.5922149170242
SKW-15,SKW-15,2025-07-28 19:40:00,29.2,51.0,759.099999999511,2413.40000000064,105.900000008,138.399999998,0.00611829726,2195.3525949767127
SKW-15,SKW-15,2025-07-28 19:42:32,29.1,51.0,736.699999999601,2413.99999999962,105.600000002,140.199999998,0.00815772968,983.0106547911631
SKW-15,SKW-15,2025-07-28 19:43:00,29.1,51.0,736.699999999601,2413.99999999962,105.600000002,140.199999998,0.00815772968,983.0106547911631
SKW-15,SKW-15,2025-07-28 19:44:00,29.2,51.0,732.599999999598,2414.19999999976,105.400000004,140.100000008,0.00611829726,2196.9402338599616
SKW-15,SKW-15,2025-07-28 19:46:00,28.9,51.0,733.800000000448,2413.99999999962,105.299999996,140.700000002,0.00611829726,993.5301174177807
SKW-15,SKW-15,2025-07-28 19:47:00,29.1,51.0,738.599999999496,2413.99999999962,105.299999996,141.400000004,0.00815772968,982.9198366545155
SKW-15,SKW-15,2025-07-28 19:48:00,29.1,51.0,745.099999999748,2413.59999999934,105.299999996,141.900000008,0.00611829726,982.7639876078699
SKW-15,SKW-15,2025-07-28 19:50:00,26.6,51.0,761.49999999976,2412.39999999994,105.499999994,141.299999996,0.00509858105,2380.0773133837456
SKW-15,SKW-15,2025-07-28 19:51:00,25.7,51.0,765.499999999692,2411.69999999944,105.499999994,141.699999992,0.00815772968,2380.0661338649365
SKW-15,SKW-15,2025-07-28 19:53:00,25.0,51.0,767.799999999871,2407.49999999937,105.699999992,140.399999996,0.00611829726,2380.0567556944543
SKW-15,SKW-15,2025-07-28 19:54:00,24.5,51.0,768.000000000012,2406.29999999997,105.699999992,140.300000006,0.00611829726,2380.04928443641
SKW-15,SKW-15,2025-07-28 19:55:00,24.2,51.0,768.200000000154,2404.19999999993,105.8,139.699999994,0.00713801347,2380.0445940259806
SKW-15,SKW-15,2025-07-28 19:55:12,23.8,51.0,768.200000000154,2404.19999999993,105.8,139.699999994,0.00713801347,2380.037775047453
SKW-15,SKW-15,2025-07-28 19:59:35,26.0,51.0,767.6999999998,2401.99999999982,105.900000008,136.299999992,0.00815772968,2380.0709010929627
SKW-15,SKW-15,2025-07-28 20:00:00,26.0,51.0,767.6999999998,2401.99999999982,105.900000008,136.299999992,0.00815772968,2380.0709010929627
SKW-15,SKW-15,2025-07-28 20:01:00,26.4,51.0,767.599999999729,2401.69999999961,105.999999998,135.399999992,0.00611829726,2380.07579491576
SKW-15,SKW-15,2025-07-28 20:02:00,29.2,51.0,765.599999999763,2398.50000000025,105.999999998,135.800000006,0.00713801347,2195.4238798656042
SKW-15,SKW-15,2025-07-28 20:03:00,29.4,51.0,758.400000000465,2398.70000000039,105.900000008,137.400000008,0.00611829726,2193.4075882124116
SKW-15,SKW-15,2025-07-28 20:04:00,29.2,51.0,749.199999999751,2400.09999999993,105.699999992,138.000000002,0.00611829726,2196.173357367624
SKW-15,SKW-15,2025-07-28 20:09:00,28.4,51.0,745.900000000315,2411.40000000068,105.400000004,140.700000002,0.00713801347,1020.0226079149933
SKW-15,SKW-15,2025-07-28 20:10:00,25.1,51.0,752.000000000284,2414.49999999997,105.400000004,141.200000006,0.00713801347,2380.0594467036676
SKW-15,SKW-15,2025-07-28 20:10:13,23.3,51.0,752.000000000284,2414.49999999997,105.400000004,141.200000006,0.00713801347,2380.0301017339602
SKW-15,SKW-15,2025-07-28 20:11:47,21.5,51.0,765.499999999692,2416.19999999973,105.600000002,139.299999998,0.00713801347,2379.926455572445
SKW-15,SKW-15,2025-07-28 20:12:00,21.5,51.0,765.499999999692,2416.19999999973,105.600000002,139.299999998,0.00713801347,2379.926455572445
SKW-15,SKW-15,2025-07-28 20:13:53,26.1,51.0,767.399999999587,2412.70000000015,105.8,136.999999994,0.00611829726,2380.0720100372546
SKW-15,SKW-15,2025-07-28 20:14:00,26.1,51.0,767.399999999587,2412.70000000015,105.8,136.999999994,0.00611829726,2380.0720100372546
SKW-15,SKW-15,2025-07-28 20:16:00,28.8,51.0,767.499999999658,2409.89999999962,105.8,138.300000008,0.00611829726,998.4072239196236
SKW-15,SKW-15,2025-07-28 20:17:00,29.0,51.0,767.199999999446,2407.99999999972,105.8,137.499999998,0.00611829726,987.8291587810999
SKW-15,SKW-15,2025-07-28 20:18:00,29.2,51.0,764.400000000363,2405.4999999994,105.8,138.300000008,0.00611829726,2195.030157002725
SKW-15,SKW-15,2025-07-28 20:21:00,28.9,51.0,750.000000000318,2413.30000000057,105.600000002,139.699999994,0.00713801347,993.3020888943104
SKW-15,SKW-15,2025-07-28 20:22:00,28.8,51.0,750.200000000459,2415.1000000004,105.600000002,140.199999998,0.00509858105,998.5785989208695
SKW-15,SKW-15,2025-07-28 20:26:00,25.6,51.0,760.500000000502,2433.4000000003,105.600000002,141.099999998,0.00713801347,2380.065390809154
SKW-15,SKW-15,2025-07-28 20:27:00,26.1,51.0,762.300000000326,2434.49999999963,105.600000002,140.100000008,0.00815772968,2380.0716999824244
SKW-15,SKW-15,2025-07-28 20:28:00,26.2,51.0,764.400000000363,2435.20000000013,105.600000002,139.400000006,0.00815772968,2380.0728917600395
SKW-15,SKW-15,2025-07-28 20:29:00,27.2,51.0,766.800000000613,2436.99999999995,105.699999992,139.499999996,0.00917744589,2380.0836332941903
SKW-15,SKW-15,2025-07-28 20:31:00,26.5,51.0,767.199999999446,2438.00000000066,105.699999992,139.1,0.00815772968,2380.0761867264628
SKW-15,SKW-15,2025-07-28 20:32:00,27.0,51.0,767.199999999446,2437.90000000059,105.8,140.100000008,0.00611829726,2380.0814184925252
SKW-15,SKW-15,2025-07-28 20:33:00,28.5,51.0,767.199999999446,2437.10000000002,105.8,140.100000008,0.00815772968,1014.4828407902895
SKW-15,SKW-15,2025-07-28 20:34:00,29.1,51.0,765.699999999834,2431.99999999931,105.8,140.300000006,0.00611829726,982.4083975887808
SKW-15,SKW-15,2025-07-28 20:34:07,29.1,51.0,763.199999999514,2429.90000000073,105.699999992,138.900000002,0.00611829726,982.5555453628343
SKW-15,SKW-15,2025-07-28 20:34:37,29.1,51.0,759.099999999511,2428.59999999981,105.699999992,140.500000004,0.00713801347,982.534952762777
SKW-15,SKW-15,2025-07-28 20:35:00,29.1,51.0,759.099999999511,2428.59999999981,105.699999992,140.500000004,0.00713801347,982.534952762777
SKW-15,SKW-15,2025-07-28 20:36:00,28.8,51.0,754.100000000321,2427.50000000048,105.600000002,140.799999992,0.00917744589,998.489812220439
SKW-15,SKW-15,2025-07-28 20:37:00,29.0,51.0,739.299999999992,2427.10000000019,105.400000004,140.799999992,0.00713801347,988.1732118061673
SKW-15,SKW-15,2025-07-28 20:38:00,29.0,51.0,736.200000000697,2427.20000000027,105.299999996,141.000000008,0.00713801347,988.2242960248142
SKW-15,SKW-15,2025-07-28 20:39:00,29.0,51.0,732.299999999386,2428.09999999945,105.200000006,139.600000004,0.00611829726,988.3808212137272
SKW-15,SKW-15,2025-07-28 20:40:00,29.1,51.0,731.099999999986,2430.69999999984,105.099999998,140.599999994,0.00611829726,983.1402166363879
SKW-15,SKW-15,2025-07-28 20:45:00,26.2,51.0,745.500000000032,2440.19999999932,105.099999998,140.9,0.00917744589,2380.0740742747057
SKW-15,SKW-15,2025-07-28 20:46:00,25.4,51.0,751.399999999859,2441.80000000045,105.099999998,140.500000004,0.00713801347,2380.063838934315
SKW-15,SKW-15,2025-07-28 20:47:00,25.3,51.0,754.200000000392,2442.4999999995,105.099999998,140.599999994,0.00815772968,2380.062230991599
SKW-15,SKW-15,2025-07-28 20:48:00,25.5,51.0,761.599999999831,2443.09999999992,105.200000006,140.100000008,0.00713801347,2380.064373927504
SKW-15,SKW-15,2025-07-28 20:48:02,25.5,51.0,763.699999999868,2442.99999999985,105.200000006,138.599999996,0.00713801347,2380.064585378841
SKW-15,SKW-15,2025-07-28 20:50:00,25.9,51.0,766.300000000259,2441.50000000024,105.200000006,138.900000002,0.00815772968,2380.0693623122256
SKW-15,SKW-15,2025-07-28 20:55:00,28.8,51.0,744.400000000703,2427.89999999931,104.9,139.400000006,0.00713801347,998.7234024026928
SKW-15,SKW-15,2025-07-28 20:56:00,28.9,51.0,744.400000000703,2427.89999999931,104.9,139.400000006,0.00713801347,993.4464030264445
SKW-15,SKW-15,2025-07-28 20:56:02,28.9,51.0,740.799999999604,2427.89999999931,104.9,140.100000008,0.00713801347,993.4691397767887
SKW-15,SKW-15,2025-07-28 20:57:00,28.8,51.0,740.799999999604,2427.89999999931,104.9,140.100000008,0.00713801347,998.7430932025632
SKW-15,SKW-15,2025-07-28 20:58:00,28.9,51.0,741.60000000017,2428.90000000002,104.799999992,139.699999994,0.00611829726,993.4843141522749
SKW-15,SKW-15,2025-07-28 21:01:00,24.4,51.0,752.699999999329,2432.3999999996,104.799999992,140.300000006,0.00917744589,2380.049518134134
SKW-15,SKW-15,2025-07-28 21:01:41,23.6,51.0,755.399999999791,2432.49999999967,104.799999992,140.300000006,0.00713801347,2380.0358573829603
SKW-15,SKW-15,2025-07-28 21:02:00,23.6,51.0,755.399999999791,2432.49999999967,104.799999992,140.300000006,0.00713801347,2380.0358573829603
SKW-15,SKW-15,2025-07-28 21:02:19,24.1,51.0,758.300000000395,2432.89999999995,104.799999992,138.799999994,0.00815772968,2380.0446379447817
SKW-15,SKW-15,2025-07-28 21:03:00,24.0,51.0,760.999999999406,2433.30000000023,104.799999992,138.900000002,0.00611829726,2380.0426931033408
SKW-15,SKW-15,2025-07-28 21:05:00,24.7,51.0,764.700000000576,2434.99999999999,104.9,136.799999996,0.00815772968,2380.0539419837096
SKW-15,SKW-15,2025-07-28 21:11:26,27.3,51.0,765.099999999409,2434.5999999997,105.200000006,134.900000006,0.00713801347,2380.0857945486914
SKW-15,SKW-15,2025-07-28 21:12:00,28.2,51.0,765.099999999409,2434.5999999997,105.200000006,134.900000006,0.00713801347,1030.8623718732329
SKW-15,SKW-15,2025-07-28 21:14:00,29.2,51.0,758.300000000395,2424.69999999995,105.200000006,137.100000002,0.00713801347,2195.8516195762154
SKW-15,SKW-15,2025-07-28 21:16:00,29.0,51.0,746.100000000457,2422.19999999962,104.9,138.2,0.00815772968,988.2252689757698
SKW-15,SKW-15,2025-07-28 21:18:00,28.9,51.0,739.400000000063,2421.89999999941,104.700000002,138.799999994,0.00713801347,993.5663090211411
SKW-15,SKW-15,2025-07-28 21:19:00,29.0,51.0,739.800000000346,2422.09999999955,104.700000002,138.999999992,0.00713801347,988.3095713013439
SKW-15,SKW-15,2025-07-28 21:20:00,29.1,51.0,742.79999999957,2422.49999999984,104.700000002,139.899999992,0.00611829726,982.9786389155162
SKW-15,SKW-15,2025-07-28 21:20:01,29.1,51.0,745.099999999748,2422.69999999998,104.700000002,140.100000008,0.00611829726,982.9200519200791
SKW-15,SKW-15,2025-07-28 21:21:00,28.8,51.0,745.099999999748,2422.69999999998,104.700000002,140.100000008,0.00611829726,998.6961158964293
SKW-15,SKW-15,2025-07-28 21:23:00,21.5,51.0,759.099999999511,2422.39999999977,104.700000002,139.699999994,0.00713801347,2379.9282633044268
SKW-15,SKW-15,2025-07-28 21:24:00,22.6,51.0,762.300000000326,2421.99999999948,104.700000002,139.1,0.00611829726,2380.015590873128
SKW-15,SKW-15,2025-07-28 21:24:34,24.2,51.0,763.900000000009,2420.90000000015,104.799999992,136.900000004,0.00713801347,2380.0463114660997
SKW-15,SKW-15,2025-07-28 21:25:00,24.2,51.0,763.900000000009,2420.90000000015,104.799999992,136.900000004,0.00713801347,2380.0463114660997
SKW-15,SKW-15,2025-07-28 21:25:47,25.3,51.0,764.00000000008,2420.29999999973,104.9,137.3,0.00815772968,2380.0623280214463
SKW-15,SKW-15,2025-07-28 21:26:00,25.3,51.0,764.00000000008,2420.29999999973,104.9,137.3,0.00815772968,2380.0623280214463
SKW-15,SKW-15,2025-07-28 21:28:00,25.3,51.0,765.19999999948,2421.99999999948,105.099999998,135.699999998,0.00713801347,2380.0625995645205
SKW-15,SKW-15,2025-07-28 21:30:00,26.6,51.0,765.29999999955,2425.2000000003,105.099999998,136.500000008,0.00917744589,2380.0781479858992
SKW-15,SKW-15,2025-07-28 21:31:00,28.8,51.0,764.500000000434,2424.59999999987,105.099999998,137.699999996,0.00713801347,998.5081783656536
SKW-15,SKW-15,2025-07-28 21:32:00,29.0,51.0,763.499999999726,2423.70000000069,105.099999998,137.600000006,0.00713801347,987.9342570264978
SKW-15,SKW-15,2025-07-28 21:34:00,28.8,51.0,750.599999999292,2425.30000000037,104.9,137.3,0.00509858105,998.7318475963127
SKW-15,SKW-15,2025-07-28 21:35:00,29.0,51.0,747.199999999785,2426.49999999977,104.9,138.399999998,0.00611829726,988.2000821175816
SKW-15,SKW-15,2025-07-28 21:35:40,28.9,51.0,741.60000000017,2430.19999999949,104.700000002,140.100000008,0.00611829726,993.4704391737015
SKW-15,SKW-15,2025-07-28 21:36:00,28.9,51.0,741.60000000017,2430.19999999949,104.700000002,140.100000008,0.00611829726,993.4704391737015
SKW-15,SKW-15,2025-07-28 21:37:00,29.0,51.0,741.199999999887,2431.90000000069,104.700000002,140.100000008,0.00713801347,988.2235176439514
SKW-15,SKW-15,2025-07-28 21:39:00,28.8,51.0,744.799999999536,2437.60000000038,104.599999994,139.400000006,0.00917744589,998.7284790375464
SKW-15,SKW-15,2025-07-28 21:40:00,28.9,51.0,746.499999999289,2438.69999999971,104.599999994,140.199999998,0.00611829726,993.3934686917054
SKW-15,SKW-15,2025-07-28 21:41:00,25.4,51.0,754.00000000025,2442.00000000059,104.599999994,140.199999998,0.00713801347,2380.063850503024
SKW-15,SKW-15,2025-07-28 21:42:31,25.4,51.0,763.399999999655,2443.30000000006,104.700000002,138.799999994,0.00611829726,2380.0634074163513
SKW-15,SKW-15,2025-07-28 21:44:00,25.5,51.0,764.00000000008,2444.29999999932,104.799999992,138.300000008,0.00815772968,2380.064744572906
SKW-15,SKW-15,2025-07-28 21:45:00,25.7,51.0,764.200000000222,2446.29999999929,104.9,138.099999992,0.00713801347,2380.067329137692
SKW-15,SKW-15,2025-07-28 21:46:00,25.6,51.0,764.500000000434,2448.69999999954,104.9,137.899999994,0.00815772968,2380.0660690065574
SKW-15,SKW-15,2025-07-28 21:47:00,25.4,51.0,764.700000000576,2451.09999999979,105.000000008,137.800000004,0.00611829726,2380.0634671260577
SKW-15,SKW-15,2025-07-28 21:50:00,25.0,51.0,764.900000000717,2454.99999999965,105.099999998,136.700000006,0.00713801347,2380.0582350540913
SKW-15,SKW-15,2025-07-28 21:50:39,23.1,51.0,764.900000000717,2455.60000000007,105.200000006,136.799999996,0.00713801347,2380.026383241258
SKW-15,SKW-15,2025-07-28 21:51:00,23.1,51.0,764.900000000717,2455.60000000007,105.200000006,136.799999996,0.00713801347,2380.026383241258
SKW-15,SKW-15,2025-07-28 21:51:43,25.9,51.0,764.700000000576,2455.70000000014,105.200000006,136.599999998,0.00611829726,2380.0700667226815
SKW-15,SKW-15,2025-07-28 21:52:00,25.9,51.0,764.700000000576,2455.70000000014,105.200000006,136.599999998,0.00611829726,2380.0700667226815
SKW-15,SKW-15,2025-07-28 21:54:00,29.0,51.0,763.299999999584,2451.70000000021,105.200000006,135.800000006,0.00713801347,988.0323845724184
SKW-15,SKW-15,2025-07-28 21:55:00,28.9,51.0,758.000000000182,2452.30000000064,105.099999998,137.400000008,0.00815772968,993.3143753291802
SKW-15,SKW-15,2025-07-28 21:56:00,29.0,51.0,753.599999999967,2452.30000000064,105.099999998,137.800000004,0.00815772968,988.0995349790678
SKW-15,SKW-15,2025-07-28 21:57:00,29.0,51.0,744.300000000632,2451.70000000021,104.9,138.500000006,0.00611829726,988.2465779043474
SKW-15,SKW-15,2025-07-28 21:58:00,28.9,51.0,740.499999999391,2450.89999999964,104.9,137.600000006,0.00713801347,993.596082093582
SKW-15,SKW-15,2025-07-28 21:59:00,28.9,51.0,735.400000000131,2448.89999999968,104.700000002,138.799999994,0.00713801347,993.6292814240406
SKW-15,SKW-15,2025-07-28 22:00:00,29.0,51.0,736.100000000626,2448.10000000056,104.700000002,139.800000002,0.00611829726,988.3342743439929
SKW-15,SKW-15,2025-07-28 22:00:07,29.0,51.0,739.600000000204,2446.69999999957,104.599999994,140.199999998,0.00815772968,988.2503218632907
SKW-15,SKW-15,2025-07-28 22:01:00,28.9,51.0,739.600000000204,2446.69999999957,104.599999994,140.199999998,0.00815772968,993.4979330880149
SKW-15,SKW-15,2025-07-28 22:03:00,24.7,51.0,751.49999999993,2444.39999999939,104.700000002,141.299999996,0.00815772968,2380.0539418466956
SKW-15,SKW-15,2025-07-28 22:03:08,22.0,51.0,751.49999999993,2444.39999999939,104.700000002,141.299999996,0.00815772968,2380.0020890261017
SKW-15,SKW-15,2025-07-28 22:04:00,22.0,51.0,754.899999999437,2443.50000000021,104.700000002,140.100000008,0.00713801347,2380.002163658765
SKW-15,SKW-15,2025-07-28 22:04:40,24.4,51.0,762.100000000185,2441.20000000003,104.700000002,139.499999996,0.00713801347,2380.048897479239
SKW-15,SKW-15,2025-07-28 22:05:00,24.4,51.0,762.100000000185,2441.20000000003,104.700000002,139.499999996,0.00713801347,2380.048897479239
SKW-15,SKW-15,2025-07-28 22:05:47,25.5,51.0,763.799999999938,2437.2000000001,104.9,137.499999998,0.00917744589,2380.064923122025
SKW-15,SKW-15,2025-07-28 22:06:00,25.5,51.0,763.799999999938,2437.2000000001,104.9,137.499999998,0.00917744589,2380.064923122025
SKW-15,SKW-15,2025-07-28 22:07:00,25.5,51.0,764.200000000222,2436.39999999953,104.9,137.600000006,0.00815772968,2380.064877492352
SKW-15,SKW-15,2025-07-28 22:10:00,24.5,51.0,764.900000000717,2433.50000000038,105.099999998,137.100000002,0.00713801347,2380.0507629533035
SKW-15,SKW-15,2025-07-28 22:11:50,22.9,51.0,764.700000000576,2431.70000000055,105.200000006,135.899999996,0.00611829726,2380.022746008609
SKW-15,SKW-15,2025-07-28 22:12:00,22.9,51.0,764.700000000576,2431.70000000055,105.200000006,135.899999996,0.00611829726,2380.022746008609
SKW-15,SKW-15,2025-07-28 22:14:11,24.1,51.0,764.700000000576,2430.89999999998,105.299999996,135.100000004,0.00713801347,2380.0449923225287
SKW-15,SKW-15,2025-07-28 22:14:37,25.5,51.0,764.600000000505,2430.29999999956,105.299999996,134.299999994,0.0101971621,2380.0655410698414
SKW-15,SKW-15,2025-07-28 22:15:00,25.5,51.0,764.600000000505,2430.29999999956,105.299999996,134.299999994,0.0101971621,2380.0655410698414
SKW-15,SKW-15,2025-07-28 22:16:00,29.1,51.0,764.700000000576,2428.09999999945,105.299999996,134.6,0.00611829726,982.8243785824305
SKW-15,SKW-15,2025-07-28 22:18:00,29.2,51.0,760.600000000573,2422.69999999998,105.299999996,135.699999998,0.00713801347,2195.9670029507133
SKW-15,SKW-15,2025-07-28 22:19:00,29.2,51.0,753.700000000037,2420.19999999966,105.200000006,137.3,0.00713801347,2196.126358034609
SKW-15,SKW-15,2025-07-28 22:20:00,29.2,51.0,747.700000000139,2419.10000000033,105.099999998,138.999999992,0.00611829726,2196.2130844794497
SKW-15,SKW-15,2025-07-28 22:21:00,29.1,51.0,745.800000000244,2418.09999999962,105.000000008,139.499999996,0.00611829726,982.9214771225323
SKW-15,SKW-15,2025-07-28 22:23:00,29.0,51.0,749.900000000247,2417.20000000044,104.9,140.100000008,0.00611829726,988.0565858199549
SKW-15,SKW-15,2025-07-28 22:25:00,24.6,51.0,760.999999999406,2415.99999999959,105.000000008,140.399999996,0.00611829726,2380.0517277959957
SKW-15,SKW-15,2025-07-28 22:29:00,25.1,51.0,764.00000000008,2409.1000000005,105.200000006,136.599999998,0.00815772968,2380.0596938004733
SKW-15,SKW-15,2025-07-28 22:30:00,25.2,51.0,764.400000000363,2406.60000000018,105.299999996,135.800000006,0.00917744589,2380.0612028075357
SKW-15,SKW-15,2025-07-28 22:32:00,24.3,51.0,765.19999999948,2403.59999999951,105.499999994,136.500000008,0.0101971621,2380.0476007292864
SKW-15,SKW-15,2025-07-28 22:32:31,24.0,51.0,765.19999999948,2402.19999999996,105.499999994,135.399999992,0.00815772968,2380.0430956764767
SKW-15,SKW-15,2025-07-28 22:33:00,24.0,51.0,765.19999999948,2402.19999999996,105.499999994,135.399999992,0.00815772968,2380.0430956764767
