Window_Start_Time,Indicator,Status,Recommendation,Prediction,Date,A,IP,DP,IT,MT,V,R
2025-06-24 00:30:00,,Running,,0,2025-06-24,-3.1516499814608824e-05,-0.001814238042365877,0.00010604375248406317,0.000828327770122298,0.0008209121226473626,3.4028349610655844e-08,0.01873679316874827
2025-06-24 01:00:00,,Running,,0,2025-06-24,-3.0774935113103007e-05,-0.0017337782719562631,-0.0034034111975450375,0.0007641824247162896,0.0007601038185984795,2.7600772461992954e-07,0.017453972983203378
2025-06-24 01:30:00,,Running,,0,2025-06-24,-6.63700407860442e-05,0.0002821653687543987,-0.0014708935854662528,0.000701890990745238,0.0012591768618022278,-9.074226562845305e-08,0.008723232402194933
2025-06-24 02:00:00,,Running,,0,2025-06-24,0.0,-0.001343715238967684,-0.0010745272525764487,0.0006878012610901437,0.0005109380835150657,-1.4745618164627837e-07,0.018859810622041798
2025-06-24 02:30:00,,Running,,0,2025-06-24,-4.5235446792747056e-05,-0.0015639599554877009,-0.0027078235076793103,0.0006759362255840408,-0.00015090841815352602,8.696133789393886e-08,0.005705329973910415
2025-06-24 03:00:00,,Running,,0,2025-06-24,-9.269558769016983e-06,-0.0014223210977468911,-0.0015991842790732734,0.0006329254733259048,0.0010871338494994071,-2.381984472747314e-07,0.020874816201119868
2025-06-24 03:30:00,,Running,,0,2025-06-24,4.449388209121246e-06,-0.0012280311454356844,-0.0010860215054260699,0.0005602521294328043,-2.484241701897817e-05,-5.557963769744014e-07,0.01236021630830456
2025-06-24 04:00:00,,Running,,0,2025-06-24,-6.303299962921765e-06,0.0012743789392558344,2.2246941100857105e-06,0.0005747126426696022,0.0007634408620912814,3.1759792969967e-07,0.01099948460426669
2025-06-24 04:30:00,,Running,,0,2025-06-24,5.561735261387169e-06,-0.0008476084533605981,8.713385242033677e-05,0.0005587690019800047,0.0006077122720579537,-6.049484375233951e-08,0.016790731741388714
2025-06-24 05:00:00,,Running,,0,2025-06-24,-2.0022246941059993e-05,-0.0009191694471107074,-0.0023963663330564774,0.0005409714516574346,0.00042825361575087354,8.696133789396696e-08,0.011533917712341676
2025-06-24 05:30:00,,Running,,0,2025-06-24,-1.6314423433444568e-05,-0.000986651835205042,-0.0016837226547933438,0.0005072302591768598,0.0005576566566407318,1.7014174805339164e-07,0.012017820785835269
2025-06-24 06:00:00,,Running,,0,2025-06-24,-3.374119391916945e-05,-0.000896551724616772,-0.0014453096033899618,0.0004820170585761781,0.0004579162004449467,1.6257989258433515e-07,0.007029139867604714
2025-06-24 06:30:00,,Running,,0,2025-06-24,0.0,-0.0008839451245389885,-0.0014894327031119972,0.00045569151050043173,0.0003526140138821819,7.183762695588209e-08,0.011211667905709767
2025-06-24 07:00:00,,Running,,0,2025-06-24,-1.6314423433444568e-05,-0.0008505747122550803,-0.0015116796439577794,0.0004404894315017572,0.00023692991986662193,-5.671391601780002e-07,0.009271631851882579
2025-06-24 07:30:00,,Running,,0,2025-06-24,-2.5954764553207267e-06,-0.000853540971122858,-0.0018401928066999224,0.0004141638804894268,0.000820912122714124,-1.3233247070819348e-07,0.013221423562320977
2025-06-24 08:00:00,,Running,,0,2025-06-24,-4.968483500185391e-05,-0.014356692621666035,-0.006222098628183574,0.0005087133812235915,-3.485353968870859e-05,-1.9660824219501908e-07,0.03315925360138492
2025-06-24 08:30:00,,Running,,0,2025-06-24,9.010011123470522e-05,0.0027956989245746387,0.018806822395546815,0.000266221726918806,-2.3730069744197977e-05,9.074226562848115e-08,0.007267596810518362
2025-06-24 09:00:00,,Running,,0,2025-06-24,-8.157211716722284e-06,-0.0003718946978344845,0.00025991842794913385,0.00036188357919910395,0.00021616611290311468,-1.6257989258433515e-07,0.006578723743622389
2025-06-24 09:30:00,,Running,,0,2025-06-24,5.5617352614015575e-06,-0.0005687801264693306,-0.000955506117870112,0.00034705227650720416,0.0001991101225361296,5.709200879124863e-07,0.008172314020642876
2025-06-24 10:00:00,,Running,,0,2025-06-24,-0.002038008583650593,0.0016402930234441701,-0.028718170044637954,0.00039991399157585724,-0.003077718350147288,-4.1350079818781174e-07,1.5440277170503824
2025-06-24 10:30:00,,Running,,0,2025-06-24,-0.00020689655172413793,0.0035891731553716177,-0.0007923618837990288,0.00029810901150163093,-0.0011509084151277349,1.8904638672599068e-08,-0.1423819265533858
2025-06-24 11:00:00,,Running,,0,2025-06-24,1.4831294030404153e-05,0.0011883574342487504,0.0006295884319488662,0.0002662217250500602,-0.000284019283514998,-3.402834961068114e-07,-0.02464605640041977
2025-06-24 11:30:00,,Running,,0,2025-06-24,-3.3370411568409345e-06,-3.781979960441118e-05,-0.0024497589913882087,0.0002576937296997216,0.0005906562845605609,3.5540720704484003e-07,0.09040541863008669
2025-06-24 12:00:00,,Running,,0,2025-06-24,-8.898776418242492e-06,-0.0002747497218275981,-0.00402521319973566,0.0002543566888764578,0.00026288468602889587,1.7014174805339164e-07,0.0007272467508243551
2025-06-24 12:30:00,,Running,,0,2025-06-24,-2.7067111605487578e-05,8.898776425609275e-06,0.00039451242141778296,0.000253615124849804,0.0001275491277196785,2.7222679688541537e-07,0.032957947008697586
2025-06-24 13:00:00,,Running,,0,2025-06-24,1.8168335187245086e-05,2.7437893976506336e-05,0.00035446792757712987,0.00024916573494989085,0.0005220615504562308,-1.0964690430108023e-07,3.683391717673379e-15
2025-06-24 13:30:00,,Running,,0,2025-06-24,-3.707823507601038e-06,-0.00034260289208299814,-0.0001516499814479906,0.00024953651799773283,0.00026548016249158335,-5.747010156470286e-07,3.683391717673379e-15
2025-06-24 14:00:00,,Running,,0,2025-06-24,-1.260659992584353e-05,-0.0003366703747286739,-0.0006662958843149857,0.00019836855256954625,0.00037411939541720285,-5.671391601776911e-08,-0.0012334763875166458
2025-06-24 14:30:00,,Running,,0,2025-06-24,-3.3370411568409345e-06,-0.0009050797179908558,-0.0027245087135141614,0.0002224694133036694,-0.00014015572738595801,-2.646649414164151e-07,3.683391717673379e-15
2025-06-24 15:00:00,,Running,,0,2025-06-24,-1.742677048572488e-05,-0.00026214312217156296,-0.0026866889132743654,0.00021431219899890403,6.0066739555014116e-05,-3.2515978516869836e-07,3.683391717673379e-15
2025-06-24 15:30:00,,Running,,0,2025-06-24,-1.1123470522803115e-06,-0.00038783833877443753,-0.0005988134962077592,0.00022358176304793353,0.0003340748987318203,1.0586597656653793e-07,3.683391717673379e-15
2025-06-24 16:00:00,,Running,,0,2025-06-24,-1.7055988134964774e-05,-0.00023248053397170664,-0.00023692992218451127,0.00019169447572857875,0.00033889506453816954,5.709200879125143e-07,3.683391717673379e-15
2025-06-24 16:30:00,,Running,,0,2025-06-24,-1.4831294030404153e-05,-0.0025153874676283705,-0.000856878012684872,0.000218761587563933,-0.0007018909888764922,3.213788574341561e-07,3.683391717673379e-15
2025-06-24 17:00:00,,Running,,0,2025-06-24,1.2977382276603633e-05,-0.0028368557656950214,-0.001386355209457036,0.00021913236587320662,-4.560622832036983e-05,-1.0964690430108023e-07,3.683391717673379e-15
2025-06-24 17:30:00,,Running,,0,2025-06-24,-1.6314423433444568e-05,-0.0022180200223399465,-0.00045012977387709604,0.00020207638111234379,-0.0007430478305671101,-2.419793750092737e-07,3.683391717673379e-15
2025-06-24 18:00:00,,Running,,0,2025-06-24,-1.1494252873563218e-05,-0.0014467927325351646,0.0005391175381295055,0.00020837968605118243,0.00043863552033373106,-2.1551288086761814e-07,3.683391717673379e-15
2025-06-24 18:30:00,,Running,,0,2025-06-24,1.7797552836484984e-05,0.0031523915462738253,-0.0003574341860259217,0.0001542454558398062,-9.084167626266603e-05,-4.537113281425463e-08,3.683391717673379e-15
2025-06-24 19:00:00,,Running,,0,2025-06-24,-1.853911753800519e-05,0.0011227289578916411,1.0752688179409795e-05,0.0002043010707230514,0.0001501668519911957,-4.423685449388351e-07,3.683391717673379e-15
2025-06-24 19:30:00,,Running,,0,2025-06-24,-3.2793545765821876e-06,0.0004046955711388937,-0.0006862267111362944,0.00014864472766194448,0.00012345464065063665,-1.7289720694541436e-07,0.0
2025-06-24 20:00:00,,Running,,0,2025-06-24,3.522432332220986e-05,-0.0003726362622984259,-0.0001983685575001114,0.0001560993671412402,0.0001742677035816442,4.915206054874072e-08,3.683391717673379e-15
2025-06-24 20:30:00,,Running,,0,2025-06-24,1.9651464590285502e-05,-0.0009629217644801409,-0.0002439747863498537,0.00017500926700779001,0.00020170559873188633,-2.0795102539858977e-07,3.683391717673379e-15
2025-06-24 21:00:00,,Running,,0,2025-06-24,-2.0022246941045607e-05,0.0006218020020239492,0.0002710418984967998,0.00013941417503899405,0.00012903225877644668,0.0,3.683391717673379e-15
2025-06-24 21:30:00,,Running,,0,2025-06-24,-1.4831294030404152e-06,0.000329996291972985,1.6685205833009613e-05,0.00015795328057846583,0.0002910641441379535,-2.1929380860216046e-07,3.683391717673379e-15
2025-06-24 22:00:00,,Running,,0,2025-06-24,-1.4089729328883945e-05,-0.00021394141654328236,-0.0008290693364736324,0.0001472005906118053,0.0001568409343714088,1.6636082031887744e-07,3.683391717673379e-15
2025-06-24 22:30:00,,Running,,0,2025-06-24,3.8561364479050794e-05,-0.00033592880925087886,0.0005591397848919065,0.00013533555410462573,0.00021913236487224494,2.0417009766404748e-07,3.683391717673379e-15
2025-06-24 23:00:00,,Running,,0,2025-06-24,2.4842417500926955e-05,0.0002543566926766821,-0.0006266221724530702,0.00013274007777534604,1.2977381245944588e-05,4.196829785316937e-07,3.683391717673379e-15
2025-06-24 23:30:00,,Running,,0,2025-06-24,-7.78642936596218e-06,-0.002992213571039211,-0.0043218390806991904,0.00015202076095666866,-0.00031108639294762975,1.1342783203559442e-07,3.683391717673379e-15
2025-06-25 00:00:00,,Running,,0,2025-06-25,1.4831294030404152e-06,0.0003978494623573038,0.002227660363377754,7.415646647380881e-05,0.00024582869632929535,-3.402834961068395e-08,3.683391717673379e-15
2025-06-25 00:30:00,,Running,,0,2025-06-25,-1.446051167964405e-05,-0.00044234334467964907,-0.00011865035217785301,0.00014757137479424706,2.855024129030746e-05,2.2685566407113263e-08,3.683391717673379e-15
2025-06-25 01:00:00,,Running,,0,2025-06-25,-1.9280682239525397e-05,0.0005090841677989716,-0.0002740081574032531,0.00010085279305899814,0.00025101964972188556,1.209896875046509e-07,3.683391717673379e-15
2025-06-25 01:30:00,,Running,,0,2025-06-25,2.632554690396737e-05,-0.0002580645163527983,-0.00015832406356921524,0.00011345939352630025,3.225806489436732e-05,-2.3441751954024532e-07,3.683391717673379e-15
2025-06-25 02:00:00,,Running,,0,2025-06-25,3.559510567296997e-05,-7.119021148222542e-05,6.266221742487237e-05,9.417870961060142e-05,9.158324095658924e-05,-1.361133984427358e-07,3.683391717673379e-15
2025-06-25 02:30:00,,Running,,0,2025-06-25,7.78642936596218e-06,-0.0008220244718460244,-0.0010248424175920909,8.305523826479046e-05,0.00010233592925478842,-6.049484375231141e-08,3.683391717673379e-15
2025-06-25 03:00:00,,Running,,0,2025-06-25,-2.4100852799406748e-05,-0.0004167593622046309,-0.0006384872081120338,8.194290607349935e-05,3.448275904335885e-05,2.4197937500924564e-07,3.683391717673379e-15
2025-06-25 03:30:00,,Running,,0,2025-06-25,3.003337041156841e-05,-3.893214706094373e-05,-0.0002825361514532394,0.00010122358611783839,0.00010752688338140957,1.5123710938076446e-07,3.683391717673379e-15
2025-06-25 04:00:00,,Running,,0,2025-06-25,3.3370411568409345e-05,-0.0005279940672530967,-0.00029996292179715366,9.825732707452411e-05,-0.00020022247181317851,-2.986932910270709e-07,3.683391717673379e-15
2025-06-25 04:30:00,,Running,,0,2025-06-25,1.075268817204301e-05,-0.0005053763440408999,-0.00031961438636625964,9.529106636251828e-05,-2.929180331457742e-05,1.9660824219501908e-07,3.683391717673379e-15
2025-06-25 05:00:00,,Running,,0,2025-06-25,-4.0044493882091214e-05,-0.0007749351133086996,1.371894711625103e-05,9.529106002225008e-05,-0.00021357063523918103,4.537113281425463e-08,3.683391717673379e-15
2025-06-25 05:30:00,,Running,,0,2025-06-25,2.224694104560623e-06,-0.0007282165367897089,-2.743789410358335e-05,8.305525321464149e-05,-0.000337411938820823,-2.608840136818728e-07,3.683391717673379e-15
2025-06-25 06:00:00,,Running,,0,2025-06-25,-2.0763811642565814e-05,-0.0004460511676614459,0.000736002966283669,9.603263305894042e-05,3.5965886696442885e-05,1.0964690430110833e-07,3.683391717673379e-15
2025-06-25 06:30:00,,Running,,0,2025-06-25,3.0774935113088614e-05,-0.0002131998514890774,0.00018761586955459697,0.00011160548576195829,5.5988135506119156e-05,9.830412109753765e-08,3.683391717673379e-15
2025-06-25 07:00:00,,Running,,0,2025-06-25,-2.521319985168706e-05,-0.00042417500902092983,-0.00026473859849704417,8.305523826467536e-05,0.0002443455700110955,1.6257989258433515e-07,3.683391717673379e-15
2025-06-25 07:30:00,,Running,,0,2025-06-25,-1.1865035224323322e-05,-0.0001638857988729758,0.0001390433815783188,7.526881161291244e-05,-2.1134592413841508e-05,9.074226562848115e-08,3.683391717673379e-15
2025-06-25 08:00:00,,Running,,0,2025-06-25,-1.2977382276603633e-05,-0.0003003337042464445,-0.002693733778219666,7.675195274755549e-05,-0.0003151649975974931,3.3650256837226905e-07,3.683391717673379e-15
2025-06-25 08:30:00,,Running,,0,2025-06-25,1.5943641082684463e-05,-0.0007137560249719377,-0.0012224694101770454,6.52576872078441e-05,-0.00034631071588411946,9.452319336299535e-08,3.683391717673379e-15
2025-06-25 09:00:00,,Running,,0,2025-06-25,-1.1494252873563218e-05,-0.0014527252506906267,-0.00044271412709855193,8.083055699661976e-05,-5.376344249161227e-05,1.1720875977010862e-07,3.683391717673379e-15
2025-06-25 09:30:00,,Running,,0,2025-06-25,-2.7808676307007788e-05,5.4875787934595715e-05,-0.0005661846493924376,4.6347797552807165e-05,-1.0381908920972144e-05,2.8356958008898605e-07,3.683391717673379e-15
2025-06-25 10:00:00,,Running,,0,2025-06-25,-6.674082313681869e-06,-0.001270671115932403,-0.0008361142008222235,0.00011271783030020864,0.0001916944747942634,-3.402834961068114e-07,3.683391717673379e-15
2025-06-25 10:30:00,,Running,,0,2025-06-25,3.003337041156841e-05,0.0007960697067255747,-1.3718946989174016e-05,4.4123095328094394e-05,0.00016648127672971196,-7.183762695588209e-08,3.683391717673379e-15
2025-06-25 11:00:00,,Running,,0,2025-06-25,-3.114571746384872e-05,-0.00021987393420977403,-0.00033852428608006387,8.008899417132721e-05,0.00022580645139040335,7.183762695585399e-08,3.683391717673379e-15
2025-06-25 11:30:00,,Running,,0,2025-06-25,-2.9662588060808304e-06,0.0005094549495134258,0.0013073785686871205,4.9314054660844416e-05,-4.0786056907668186e-05,7.561855469039627e-08,3.683391717673379e-15
2025-06-25 12:00:00,,Running,,0,2025-06-25,1.853911753800519e-06,0.001347052280100583,0.005025213199915226,6.52576989544105e-05,0.00013607712153496364,5.2932988283283013e-08,3.683391717673379e-15
2025-06-25 12:30:00,,Running,,0,2025-06-25,2.7437893956247683e-05,0.00021542454590580545,0.0019117538004822614,8.194289132370254e-05,0.0001282906922134324,1.3611339844270768e-07,3.683391717673379e-15
2025-06-25 13:00:00,,Running,,0,2025-06-25,-4.963494299984602e-06,-0.0014617757568049208,-0.00949612527199376,5.9348452721974744e-05,7.84552319008753e-05,1.6871185319799782e-07,2.25331736026972e-15
2025-06-25 13:30:00,,Running,,0,2025-06-25,2.7437893956247683e-05,-0.0004916573967745507,-0.002208008898742347,2.6325546207000595e-05,0.00023692992233599077,6.049484375231141e-08,3.683391717673379e-15
2025-06-25 14:00:00,,Running,,0,2025-06-25,-1.5202076381164256e-05,-0.00039265850980303046,0.00038746755664007665,7.007785728589177e-05,-2.1505377730883e-05,1.247706152391651e-07,3.683391717673379e-15
2025-06-25 14:30:00,,Running,,0,2025-06-25,-5.358787574309145e-06,-0.0004663819805074188,-0.0015913366269239945,7.957241977395121e-05,-0.00025412375743297954,1.4315701069803787e-07,0.0
2025-06-25 15:00:00,,Running,,0,2025-06-25,1.3552435323765413e-05,-8.316617805102204e-05,0.001115028544913345,8.087744307970516e-05,8.041454327420906e-05,-1.067285134675656e-07,0.0
2025-06-25 15:30:00,,Running,,0,2025-06-25,1.0381905821282907e-05,-0.0002665925102628157,0.0005513533556972221,7.26733334817636e-05,0.00026733407252500975,9.830412109750954e-08,3.683391717673379e-15
2025-06-25 16:00:00,,Running,,0,2025-06-25,-8.898776418242492e-06,-0.0006243974791220218,-0.0011549870229621206,8.008899417132721e-05,-7.897664028923291e-05,-1.8904638672570967e-08,3.683391717673379e-15
2025-06-25 16:30:00,,Running,,0,2025-06-25,2.9662588060808304e-06,7.007786434338541e-05,0.001145717463775053,2.0022244938776888e-05,8.008898616248256e-05,-1.9660824219501908e-07,3.683391717673379e-15
2025-06-25 17:00:00,,Running,,0,2025-06-25,-8.157211716722284e-06,-0.0002758620687693766,-0.0009951798291030884,3.151650040049832e-05,-1.4089731390432247e-05,-1.3233247070819348e-07,3.683391717673379e-15
2025-06-25 17:30:00,,Running,,0,2025-06-25,8.920699133869395e-06,-0.00032817281226032937,-0.001289585602250207,1.9086145075392004e-05,0.00021873865361600155,-2.9458115708208834e-07,0.0
2025-06-25 18:00:00,,Running,,0,2025-06-25,1.9651464590285502e-05,-0.00014015572875030933,-0.00054690396711792,2.855024329246107e-05,6.896551241383404e-05,-3.894355566555521e-07,3.683391717673379e-15
2025-06-25 18:30:00,,Running,,0,2025-06-25,8.157211716722284e-06,-0.0004660734150546279,-0.0001987393401832976,1.8539115684108096e-05,-8.898776436049388e-05,-3.7809277345198137e-08,3.683391717673379e-15
2025-06-25 19:00:00,,Running,,0,2025-06-25,-9.640341119762699e-06,-0.00024026696346474583,-0.00032962550992426303,2.0022248542745472e-05,7.11902118353706e-05,1.361133984427358e-07,3.683391717673379e-15
2025-06-25 19:30:00,,Running,,0,2025-06-25,-5.190952910641453e-06,0.0003114571748613324,0.0023659621800860373,2.076381330366037e-05,0.00021802002380421,-1.4745618164627837e-07,3.683391717673379e-15
2025-06-25 20:00:00,,Running,,0,2025-06-25,3.7861106789063936e-05,-0.0002932161194223924,-0.0011720346455886324,5.3498257188418317e-05,-0.0002122555914127984,4.1331270064571655e-07,0.0
2025-06-25 20:30:00,,Running,,0,2025-06-25,8.2185970059517e-06,-4.657204991930788e-05,-0.0012166763875006519,6.775188037965084e-05,-7.767899808574843e-05,3.00381239801065e-09,0.0
2025-06-25 21:00:00,,Running,,0,2025-06-25,-2.463054187192118e-06,-0.0006896551721507594,-0.00090065681461202,7.635467216758885e-05,-0.00016502463073914713,1.5069697684728352e-07,0.0
2025-06-25 21:30:00,,Running,,0,2025-06-25,2.4842417500926955e-05,-8.00889879980778e-05,-0.00032962550996662205,8.008899417144232e-05,-8.639228749723752e-05,1.1342783203542581e-08,3.683391717673379e-15
2025-06-25 22:00:00,,Running,,0,2025-06-25,4.383815280728606e-06,-0.00011155584609582736,-0.0015574797144776295,8.239393610513402e-05,0.00010937755457592963,1.1939170350741057e-08,0.0
2025-06-25 22:30:00,,Running,,0,2025-06-25,-3.3370411568409345e-05,-0.0001038190584209407,-0.0004649610680078726,4.6347797552807165e-05,3.262884880987827e-05,1.5123710938079255e-07,3.683391717673379e-15
2025-06-25 23:00:00,,Running,,0,2025-06-25,8.898776418242492e-06,-0.0004886911379657073,-0.0007004078606493746,2.780867352604704e-05,-3.8190580645034893e-05,-1.0208504883202374e-07,3.683391717673379e-15
2025-06-25 23:30:00,,Running,,0,2025-06-25,4.302129281706725e-06,-0.0005933398681453612,-0.00022624298859336308,-1.225669129220392e-16,3.621413069712526e-06,1.527103184392519e-07,3.9221412135052546e-15
2025-06-26 00:00:00,,Running,,0,2025-06-26,2.4952592759725413e-05,-0.00023155683781767795,-0.0008483612940513385,2.8605504214371998e-05,0.000137682442609987,-6.847299063135791e-08,0.0
2025-06-26 00:30:00,,Running,,0,2025-06-26,2.552504893403215e-05,-1.9547161776206893e-05,0.0016610855418932148,7.385071743522983e-05,0.0006909485245691366,-7.309503594930233e-08,0.0
2025-06-26 01:00:00,,Running,,0,2025-06-26,1.853911753800519e-05,-0.0004011865032111857,-0.0014456803856108822,8.120132669631059e-05,3.819058298111098e-05,-3.7809277345198137e-08,3.683391717673379e-15
2025-06-26 01:30:00,,Running,,0,2025-06-26,4.1491623878384255e-06,-0.0001721902390498205,0.0012515170376115018,2.9277529441390154e-05,-1.0009853955249714e-05,-2.0097098687838673e-08,0.0
2025-06-26 02:00:00,,Running,,0,2025-06-26,-2.039302929180571e-05,-0.00018390804613171394,-0.0007397107898962467,0.0,6.525769241385787e-05,1.0208504883205184e-07,3.683391717673379e-15
2025-06-26 02:30:00,,Running,,0,2025-06-26,1.260659992584353e-05,-1.5202076392214431e-05,-0.0002940304043599531,5.190952391547965e-05,-8.898774126827525e-06,1.814845312569623e-07,3.683391717673379e-15
2025-06-26 03:00:00,,Running,,0,2025-06-26,1.5943641082684463e-05,-9.417871722014339e-05,0.00032369299240050275,7.341491132366865e-05,0.00013274008044488419,-3.780927734514194e-09,3.683391717673379e-15
2025-06-26 03:30:00,,Running,,0,2025-06-26,-7.157593364489916e-06,-0.00024546334908729425,-0.0004225085261795256,1.1578458696524306e-05,-0.00016020378253118773,1.5026764073085186e-08,0.0
2025-06-26 04:00:00,,Running,,0,2025-06-26,2.5583982202447165e-05,-0.0001742677049861675,0.001365962180391759,1.8539115683877886e-05,-8.3796809566258e-05,3.289407129032407e-07,3.683391717673379e-15
2025-06-26 04:30:00,,Running,,0,2025-06-26,1.853911753800519e-05,-0.00032220986251585887,-0.0013262884685326058,7.934742941041231e-05,0.00011049314035580875,-7.183762695588209e-08,3.683391717673379e-15
2025-06-26 05:00:00,,Running,,0,2025-06-26,-2.9662588060808306e-05,-0.00034297367430944373,0.0005743418613154298,2.780867352604704e-05,0.00018168335325924786,8.696133789396696e-08,3.683391717673379e-15
2025-06-26 05:30:00,,Running,,0,2025-06-26,5.190952910641453e-06,-0.00045087133850126504,0.0004879495739465354,0.0,-1.2235817619629445e-05,-7.561855469039627e-08,3.683391717673379e-15
2025-06-26 06:00:00,,Running,,0,2025-06-26,-1.1707880506118997e-05,-0.00023153252496926067,-0.0010805901193912451,7.428992036545714e-05,-7.436866422280431e-05,-4.604168323619913e-08,0.0
2025-06-26 06:30:00,,Running,,0,2025-06-26,1.3718946978123841e-05,1.1123470528328203e-05,0.00038969225048864157,5.3021880400350624e-05,-1.0011122335923048e-05,9.452319336299535e-08,3.683391717673379e-15
2025-06-26 07:00:00,,Running,,0,2025-06-26,2.335928809788654e-05,-5.190952819477508e-06,-0.000542454579131644,-1.70559894995463e-05,-0.0002903225800445382,-6.805669922133979e-08,3.683391717673379e-15
2025-06-26 07:30:00,,Running,,0,2025-06-26,2.150537634408602e-05,-0.00023655913979507556,-0.0004920281793168472,0.0,-0.00014720059254719745,-6.42757714868256e-08,3.683391717673379e-15
2025-06-26 08:00:00,,Running,,0,2025-06-26,-2.335928809788654e-05,4.560622925031113e-05,0.0002717834632977716,8.194290607349935e-05,7.601038304790293e-05,2.9491236329255674e-07,3.683391717673379e-15
2025-06-26 08:30:00,,Running,,0,2025-06-26,2.9662588060808304e-06,-0.00029328883931956085,-0.0003718946980389127,1.151059911772931e-16,7.415626250081268e-07,1.209896875046509e-07,3.683391717673379e-15
2025-06-26 09:00:00,,Running,,0,2025-06-26,-1.712976089216348e-05,0.0005388786500652019,-0.00021181835350105212,2.4277003526370156e-05,9.941167987481461e-05,-2.8911715622340075e-07,-3.960827507579296e-15
2025-06-26 09:30:00,,Running,,0,2025-06-26,-4.0415276232851316e-05,0.00015016685210756783,0.0005031516501444509,7.15609994214965e-05,0.000179458656306965,1.247706152391651e-07,3.683391717673379e-15
2025-06-26 10:00:00,,Running,,0,2025-06-26,1.2235817575083427e-05,-1.7797553064855268e-05,-6.711160549954982e-05,1.151059911772931e-16,5.1909528587286514e-06,1.6636082031887744e-07,3.683391717673379e-15
2025-06-26 10:30:00,,Running,,0,2025-06-26,1.5202076381164256e-05,-0.00027771598078838133,-0.0005561735263399797,7.786428587327703e-05,0.00026696329154619794,-2.003891699295614e-07,3.683391717673379e-15
2025-06-26 11:00:00,,Running,,0,2025-06-26,2.057295684827291e-06,0.0008209895594099968,0.005806639921870633,1.157586906335137e-16,0.00021457594015577707,2.231596190685411e-07,0.0
2025-06-26 11:30:00,,Running,,0,2025-06-26,2.6014626249085255e-05,0.00030475073946467385,0.0021934349354541683,6.213365092610548e-05,-2.880589878582238e-05,2.9601542410558056e-08,0.0
