Date,FWHP,CHOKE,TIME PROD,OIL,WATER,GROSS,GAS,WC,GOR,CUMM OIL,CUMM OIL
11-Jun-25, 260 , 128 , 24.00 , 554 ," 8,393 "," 8,947 ", 778 , 93.80 ," 1,404 "," 14,975,937 "," 14,976 "
12-Jun-25, 260 , 128 , 24.00 , 553 ," 8,393 "," 8,947 ", 778 , 93.82 ," 1,407 "," 14,976,490 "," 14,976 "
13-Jun-25, 260 , 128 , 24.00 , 553 ," 8,394 "," 8,947 ", 778 , 93.82 ," 1,408 "," 14,977,043 "," 14,977 "
14-Jun-25, 260 , 128 , 24.00 , 552 ," 8,395 "," 8,947 ", 778 , 93.84 ," 1,411 "," 14,977,594 "," 14,978 "
15-Jun-25, 260 , 128 , 24.00 , 551 ," 8,396 "," 8,947 ", 778 , 93.84 ," 1,412 "," 14,978,146 "," 14,978 "
16-Jun-25, 260 , 128 , 24.00 , 550 ," 8,397 "," 8,947 ", 778 , 93.85 ," 1,415 "," 14,978,696 "," 14,979 "
17-Jun-25, 240 , 128 , 24.00 , 578 ," 8,249 "," 8,828 "," 1,120 ", 93.45 ," 1,937 "," 14,979,274 "," 14,979 "
18-Jun-25, 260 , 128 , 24.00 , 577 ," 8,251 "," 8,828 "," 1,120 ", 93.47 ," 1,943 "," 14,979,851 "," 14,980 "
19-Jun-25, 260 , 128 , 24.00 , 575 ," 8,253 "," 8,828 "," 1,120 ", 93.48 ," 1,948 "," 14,980,426 "," 14,980 "
20-Jun-25, 260 , 128 , 24.00 , 576 ," 8,252 "," 8,828 "," 1,120 ", 93.47 ," 1,944 "," 14,981,002 "," 14,981 "
21-Jun-25, 260 , 128 , 24.00 , 577 ," 8,251 "," 8,828 "," 1,120 ", 93.46 ," 1,941 "," 14,981,579 "," 14,982 "
22-Jun-25, 260 , 128 , 24.00 , 579 ," 8,249 "," 8,828 "," 1,120 ", 93.44 ," 1,936 "," 14,982,158 "," 14,982 "
23-Jun-25, 260 , 128 , 24.00 , 577 ," 8,251 "," 8,828 "," 1,120 ", 93.47 ," 1,942 "," 14,982,735 "," 14,983 "
24-Jun-25, 260 , 128 , 24.00 , 578 ," 8,250 "," 8,828 "," 1,120 ", 93.46 ," 1,940 "," 14,983,313 "," 14,983 "
25-Jun-25, 260 , 128 , 24.00 , 579 ," 8,248 "," 8,828 "," 1,120 ", 93.44 ," 1,934 "," 14,983,892 "," 14,984 "
26-Jun-25, 260 , 128 , 24.00 , 579 ," 8,249 "," 8,828 "," 1,120 ", 93.44 ," 1,936 "," 14,984,471 "," 14,984 "
27-Jun-25, 260 , 128 , 24.00 , 580 ," 8,248 "," 8,828 "," 1,120 ", 93.43 ," 1,933 "," 14,985,050 "," 14,985 "
28-Jun-25, 260 , 128 , 24.00 , 578 ," 8,250 "," 8,828 "," 1,120 ", 93.45 ," 1,937 "," 14,985,629 "," 14,986 "
29-Jun-25, 260 , 128 , 24.00 , 579 ," 8,249 "," 8,828 "," 1,120 ", 93.45 ," 1,936 "," 14,986,207 "," 14,986 "
30-Jun-25, 270 , 128 , 24.00 , 579 ," 8,248 "," 8,828 "," 1,120 ", 93.44 ," 1,934 "," 14,986,787 "," 14,987 "
1-Jul-25, 260 , 128 , 24.00 , 579 ," 8,249 "," 8,828 "," 1,120 ", 93.44 ," 1,936 "," 14,987,366 "," 14,987 "
2-Jul-25, 270 , 128 , 24.00 , 578 ," 8,250 "," 8,828 "," 1,120 ", 93.46 ," 1,940 "," 14,987,943 "," 14,988 "
3-Jul-25, 270 , 128 , 24.00 , 577 ," 8,251 "," 8,828 "," 1,120 ", 93.47 ," 1,943 "," 14,988,520 "," 14,989 "
4-Jul-25, 270 , 128 , 24.00 , 576 ," 8,252 "," 8,828 "," 1,120 ", 93.48 ," 1,946 "," 14,989,096 "," 14,989 "
5-Jul-25, 270 , 128 , 24.00 , 575 ," 8,253 "," 8,828 "," 1,120 ", 93.49 ," 1,950 "," 14,989,670 "," 14,990 "
6-Jul-25, 270 , 128 , 24.00 , 574 ," 8,254 "," 8,828 "," 1,120 ", 93.50 ," 1,952 "," 14,990,244 "," 14,990 "
7-Jul-25, 270 , 128 , 24.00 , 573 ," 8,255 "," 8,828 "," 1,120 ", 93.51 ," 1,954 "," 14,990,818 "," 14,991 "
8-Jul-25, 245 , 128 , 24.00 , 572 ," 8,256 "," 8,828 "," 1,120 ", 93.52 ," 1,958 "," 14,991,390 "," 14,991 "
9-Jul-25, 245 , 128 , 24.00 , 573 ," 8,255 "," 8,828 "," 1,120 ", 93.51 ," 1,954 "," 14,991,963 "," 14,992 "
10-Jul-25, 245 , 128 , 24.00 , 572 ," 8,256 "," 8,828 "," 1,120 ", 93.52 ," 1,958 "," 14,992,535 "," 14,993 "
11-Jul-25, 245 , 128 , 24.00 , 573 ," 8,255 "," 8,828 "," 1,120 ", 93.51 ," 1,955 "," 14,993,109 "," 14,993 "
12-Jul-25, 240 , 128 , 24.00 , 574 ," 8,254 "," 8,828 "," 1,120 ", 93.50 ," 1,952 "," 14,993,683 "," 14,994 "
13-Jul-25, 240 , 128 , 24.00 , 575 ," 8,253 "," 8,828 "," 1,120 ", 93.49 ," 1,948 "," 14,994,258 "," 14,994 "
14-Jul-25, 240 , 128 , 24.00 , 576 ," 8,252 "," 8,828 "," 1,120 ", 93.48 ," 1,946 "," 14,994,833 "," 14,995 "
15-Jul-25, 240 , 128 , 23.92 , 573 ," 8,218 "," 8,791 "," 1,117 ", 93.48 ," 1,949 "," 14,995,406 "," 14,995 "
16-Jul-25, 240 , 128 , 16.50 , 395 ," 5,674 "," 6,069 ", 770 , 93.49 ," 1,949 "," 14,995,802 "," 14,996 "
17-Jul-25, 240 , 128 , 24.00 , 576 ," 8,252 "," 8,828 "," 1,120 ", 93.48 ," 1,947 "," 14,996,377 "," 14,996 "
