Window_Start_Time,Dominant Status_output,Dominant Status_testbaru,Match
2025-03-01 00:00:00,Shut-in,100% Watercut,False
2025-03-01 03:00:00,Shut-in,100% Watercut,False
2025-03-01 06:00:00,Shut-in,100% Watercut,False
